"ID";"PROGENY";"GA_PARENT";"GB_PARENT";"PARCEL";"PLOT";"X_POSITION";"Y_POSITION";"EVENT_T1S";"Y_T1S";"EVENT_TD";"Y_TD"
"D1L3_50";"D1L3";"D1";"L3";"44B";17;37;32.5;1;15;1;17
"D1L3_51";"D1L3";"D1";"L3";"44B";17;37;33.5;1;21.5;1;24
"D5L2_52";"D5L2";"D5";"L2";"44B";29;38;22;0;9.5;0;9.5
"D5L2_53";"D5L2";"D5";"L2";"44B";29;38;23;1;21;1;24.5
"D5L2_54";"D5L2";"D5";"L2";"44B";29;38;24;1;24.5;0;25.5
"D3L2_52";"D3L2";"D3";"L2";"44B";25;38;25;0;25.5;0;25.5
"D3L2_53";"D3L2";"D3";"L2";"44B";25;38;26;0;25.5;0;25.5
"D3L2_54";"D3L2";"D3";"L2";"44B";25;38;27;0;25.5;0;25.5
"D2L3_52";"D2L3";"D2";"L3";"44B";21;38;28;1;21.5;1;22
"D2L3_53";"D2L3";"D2";"L3";"44B";21;38;29;1;19;1;21
"D2L3_54";"D2L3";"D2";"L3";"44B";21;38;30;0;25.5;0;25.5
"D1L3_52";"D1L3";"D1";"L3";"44B";17;38;31;1;16.5;1;21
"D1L3_53";"D1L3";"D1";"L3";"44B";17;38;32;1;13.5;1;14
"D1L3_54";"D1L3";"D1";"L3";"44B";17;38;33;1;12;1;13
"D5L2_55";"D5L2";"D5";"L2";"44B";29;39;22.5;1;18;1;19
"D5L2_56";"D5L2";"D5";"L2";"44B";29;39;23.5;1;24;1;25.5
"D5L2_57";"D5L2";"D5";"L2";"44B";29;39;24.5;1;24.5;0;25.5
"D3L2_55";"D3L2";"D3";"L2";"44B";25;39;25.5;1;14;1;15.5
"D3L2_56";"D3L2";"D3";"L2";"44B";25;39;26.5;1;24.5;0;25.5
"D3L2_57";"D3L2";"D3";"L2";"44B";25;39;27.5;0;25.5;0;25.5
"D2L3_55";"D2L3";"D2";"L3";"44B";21;39;28.5;1;24.5;0;25.5
"D2L3_56";"D2L3";"D2";"L3";"44B";21;39;29.5;0;10.5;0;10.5
"D2L3_57";"D2L3";"D2";"L3";"44B";21;39;30.5;1;22.5;1;23
"D1L3_55";"D1L3";"D1";"L3";"44B";17;39;31.5;1;23.5;0;25.5
"D1L3_56";"D1L3";"D1";"L3";"44B";17;39;32.5;1;24.5;0;25.5
"D1L3_57";"D1L3";"D1";"L3";"44B";17;39;33.5;1;24;1;25
"D5L2_58";"D5L2";"D5";"L2";"44B";29;40;22;1;15;1;15.5
"D5L2_59";"D5L2";"D5";"L2";"44B";29;40;23;0;25.5;0;25.5
"D5L2_60";"D5L2";"D5";"L2";"44B";29;40;24;1;24.5;0;25.5
"D3L2_58";"D3L2";"D3";"L2";"44B";25;40;25;1;23;0;25.5
"D3L2_59";"D3L2";"D3";"L2";"44B";25;40;26;1;24.5;0;25.5
"D3L2_60";"D3L2";"D3";"L2";"44B";25;40;27;1;24.5;0;25.5
"D2L3_58";"D2L3";"D2";"L3";"44B";21;40;28;1;20.5;1;23
"D2L3_59";"D2L3";"D2";"L3";"44B";21;40;29;1;23.5;0;25.5
"D2L3_60";"D2L3";"D2";"L3";"44B";21;40;30;1;24.5;0;25.5
"D1L3_58";"D1L3";"D1";"L3";"44B";17;40;31;1;24.5;0;25.5
"D1L3_59";"D1L3";"D1";"L3";"44B";17;40;32;1;24.5;0;25.5
"D1L3_60";"D1L3";"D1";"L3";"44B";17;40;33;1;15;1;16
"D3L2_61";"D3L2";"D3";"L2";"44B";16;41;22.5;0;25.5;0;25.5
"D3L2_62";"D3L2";"D3";"L2";"44B";16;41;23.5;1;22;0;25.5
"D3L2_63";"D3L2";"D3";"L2";"44B";16;41;24.5;0;25.5;0;25.5
"D2L1_106";"D2L1";"D2";"L1";"44B";12;41;25.5;0;25.5;0;25.5
"D2L1_107";"D2L1";"D2";"L1";"44B";12;41;26.5;0;25.5;0;25.5
"D2L1_108";"D2L1";"D2";"L1";"44B";12;41;27.5;0;6;0;6
"D2L1_109";"D2L1";"D2";"L1";"44B";8;41;28.5;0;9.5;0;9.5
"D2L1_110";"D2L1";"D2";"L1";"44B";8;41;29.5;1;22;0;25.5
"D2L1_111";"D2L1";"D2";"L1";"44B";8;41;30.5;0;25.5;0;25.5
"D3L3_76";"D3L3";"D3";"L3";"44B";4;41;31.5;0;25.5;0;25.5
"D3L3_77";"D3L3";"D3";"L3";"44B";4;41;32.5;1;11.5;1;12
"D3L3_78";"D3L3";"D3";"L3";"44B";4;41;33.5;1;15;1;18.5
"D3L2_64";"D3L2";"D3";"L2";"44B";16;42;22;0;25.5;0;25.5
"D3L2_65";"D3L2";"D3";"L2";"44B";16;42;23;0;25.5;0;25.5
"D3L2_66";"D3L2";"D3";"L2";"44B";16;42;24;1;22.5;0;25.5
"D2L1_112";"D2L1";"D2";"L1";"44B";12;42;25;0;25.5;0;25.5
"D2L1_113";"D2L1";"D2";"L1";"44B";12;42;26;0;25.5;0;25.5
"D2L1_114";"D2L1";"D2";"L1";"44B";12;42;27;1;23.5;0;25.5
"D2L1_115";"D2L1";"D2";"L1";"44B";8;42;28;1;22.5;0;25.5
"D2L1_116";"D2L1";"D2";"L1";"44B";8;42;29;0;25.5;0;25.5
"D2L1_117";"D2L1";"D2";"L1";"44B";8;42;30;0;25.5;0;25.5
"D3L3_79";"D3L3";"D3";"L3";"44B";4;42;31;1;22;1;23
"D3L3_80";"D3L3";"D3";"L3";"44B";4;42;32;1;12.5;1;14
"D3L3_81";"D3L3";"D3";"L3";"44B";4;42;33;1;7;1;17.5
"D3L2_67";"D3L2";"D3";"L2";"44B";16;43;22.5;1;11;1;12.5
"D3L2_68";"D3L2";"D3";"L2";"44B";16;43;23.5;0;25.5;0;25.5
"D3L2_69";"D3L2";"D3";"L2";"44B";16;43;24.5;1;20.5;1;23
"D2L1_118";"D2L1";"D2";"L1";"44B";12;43;25.5;0;25.5;0;25.5
"D2L1_119";"D2L1";"D2";"L1";"44B";12;43;26.5;0;25.5;0;25.5
"D2L1_120";"D2L1";"D2";"L1";"44B";12;43;27.5;0;25.5;0;25.5
"D2L1_121";"D2L1";"D2";"L1";"44B";8;43;28.5;1;18;1;18.5
"D2L1_122";"D2L1";"D2";"L1";"44B";8;43;29.5;0;25.5;0;25.5
"D2L1_123";"D2L1";"D2";"L1";"44B";8;43;30.5;0;25.5;0;25.5
"D3L3_82";"D3L3";"D3";"L3";"44B";4;43;31.5;1;23.5;1;25.5
"D3L3_83";"D3L3";"D3";"L3";"44B";4;43;32.5;0;25.5;0;25.5
"D3L3_84";"D3L3";"D3";"L3";"44B";4;43;33.5;1;15;1;17.5
"D3L2_70";"D3L2";"D3";"L2";"44B";16;44;22;1;23;0;25.5
"D3L2_71";"D3L2";"D3";"L2";"44B";16;44;23;1;16.5;1;18
"D3L2_72";"D3L2";"D3";"L2";"44B";16;44;24;0;25.5;0;25.5
"D2L1_124";"D2L1";"D2";"L1";"44B";12;44;25;1;24.5;0;25.5
"D2L1_125";"D2L1";"D2";"L1";"44B";12;44;26;1;24.5;0;25.5
"D2L1_126";"D2L1";"D2";"L1";"44B";12;44;27;0;25.5;0;25.5
"D2L1_127";"D2L1";"D2";"L1";"44B";8;44;28;1;13;1;14.5
"D2L1_128";"D2L1";"D2";"L1";"44B";8;44;29;1;21.5;0;25.5
"D2L1_129";"D2L1";"D2";"L1";"44B";8;44;30;0;25.5;0;25.5
"D3L3_85";"D3L3";"D3";"L3";"44B";4;44;31;1;14;1;15.5
"D3L3_86";"D3L3";"D3";"L3";"44B";4;44;32;1;9.5;1;10.5
"D3L3_87";"D3L3";"D3";"L3";"44B";4;44;33;1;11.5;1;12
"D3L2_73";"D3L2";"D3";"L2";"44B";16;45;22.5;0;25.5;0;25.5
"D3L2_74";"D3L2";"D3";"L2";"44B";16;45;23.5;1;23.5;0;25.5
"D3L2_75";"D3L2";"D3";"L2";"44B";16;45;24.5;0;25.5;0;25.5
"D2L1_130";"D2L1";"D2";"L1";"44B";12;45;25.5;0;25.5;0;25.5
"D2L1_131";"D2L1";"D2";"L1";"44B";12;45;26.5;0;25.5;0;25.5
"D2L1_132";"D2L1";"D2";"L1";"44B";12;45;27.5;0;25.5;0;25.5
"D2L1_133";"D2L1";"D2";"L1";"44B";8;45;28.5;0;25.5;0;25.5
"D2L1_134";"D2L1";"D2";"L1";"44B";8;45;29.5;1;16;1;16.5
"D2L1_135";"D2L1";"D2";"L1";"44B";8;45;30.5;0;25.5;0;25.5
"D3L3_88";"D3L3";"D3";"L3";"44B";4;45;31.5;1;25.5;0;25.5
"D3L3_89";"D3L3";"D3";"L3";"44B";4;45;32.5;1;13;1;15.5
"D3L3_90";"D3L3";"D3";"L3";"44B";4;45;33.5;1;20.5;1;22.5
"D5L3_61";"D5L3";"D5";"L3";"44B";15;46;22;1;14.5;1;16.5
"D5L3_62";"D5L3";"D5";"L3";"44B";15;46;23;1;11.5;1;15.5
"D5L3_63";"D5L3";"D5";"L3";"44B";15;46;24;0;25.5;0;25.5
"D2L2_61";"D2L2";"D2";"L2";"44B";11;46;25;0;25.5;0;25.5
"D2L2_62";"D2L2";"D2";"L2";"44B";11;46;26;0;25.5;0;25.5
"D2L2_63";"D2L2";"D2";"L2";"44B";11;46;27;1;24;0;25.5
"D2Y1_61";"D2Y1";"D2";"Y1";"44B";7;46;28;0;25.5;0;25.5
"D2Y1_62";"D2Y1";"D2";"Y1";"44B";7;46;29;0;25.5;0;25.5
"D2Y1_63";"D2Y1";"D2";"Y1";"44B";7;46;30;0;25.5;0;25.5
"D4L3_61";"D4L3";"D4";"L3";"44B";3;46;31;0;25.5;0;25.5
"D4L3_62";"D4L3";"D4";"L3";"44B";3;46;32;1;25.5;0;25.5
"D4L3_63";"D4L3";"D4";"L3";"44B";3;46;33;1;14.5;1;15
"D5L3_64";"D5L3";"D5";"L3";"44B";15;47;22.5;1;14;1;14.5
"D5L3_65";"D5L3";"D5";"L3";"44B";15;47;23.5;1;15;1;17.5
"D5L3_66";"D5L3";"D5";"L3";"44B";15;47;24.5;1;17.5;1;20.5
"D2L2_64";"D2L2";"D2";"L2";"44B";11;47;25.5;1;24.5;0;25.5
"D2L2_65";"D2L2";"D2";"L2";"44B";11;47;26.5;1;24.5;0;25.5
"D2L2_66";"D2L2";"D2";"L2";"44B";11;47;27.5;1;24.5;0;25.5
"D2Y1_64";"D2Y1";"D2";"Y1";"44B";7;47;28.5;1;23.5;0;25.5
"D2Y1_65";"D2Y1";"D2";"Y1";"44B";7;47;29.5;0;25.5;0;25.5
"D2Y1_66";"D2Y1";"D2";"Y1";"44B";7;47;30.5;1;24.5;0;25.5
"D4L3_64";"D4L3";"D4";"L3";"44B";3;47;31.5;1;19.5;1;22
"D4L3_65";"D4L3";"D4";"L3";"44B";3;47;32.5;1;12;1;14
"D4L3_66";"D4L3";"D4";"L3";"44B";3;47;33.5;1;22.5;0;25.5
"D5L3_67";"D5L3";"D5";"L3";"44B";15;48;22;1;15.5;1;19.5
"D5L3_68";"D5L3";"D5";"L3";"44B";15;48;23;0;9.5;0;9.5
"D5L3_69";"D5L3";"D5";"L3";"44B";15;48;24;1;17.5;1;21
"D2L2_67";"D2L2";"D2";"L2";"44B";11;48;25;1;10.5;0;25.5
"D2L2_68";"D2L2";"D2";"L2";"44B";11;48;26;0;25.5;0;25.5
"D2L2_69";"D2L2";"D2";"L2";"44B";11;48;27;1;17;1;19.5
"D2Y1_67";"D2Y1";"D2";"Y1";"44B";7;48;28;0;25.5;0;25.5
"D2Y1_68";"D2Y1";"D2";"Y1";"44B";7;48;29;0;25.5;0;25.5
"D2Y1_69";"D2Y1";"D2";"Y1";"44B";7;48;30;1;22.5;0;25.5
"D4L3_67";"D4L3";"D4";"L3";"44B";3;48;31;1;14;1;16.5
"D4L3_68";"D4L3";"D4";"L3";"44B";3;48;32;1;24.5;0;25.5
"D4L3_69";"D4L3";"D4";"L3";"44B";3;48;33;0;25.5;0;25.5
"D5L3_70";"D5L3";"D5";"L3";"44B";15;49;22.5;0;8;0;8
"D5L3_71";"D5L3";"D5";"L3";"44B";15;49;23.5;1;18;1;20.5
"D5L3_72";"D5L3";"D5";"L3";"44B";15;49;24.5;1;16;1;17.5
"D2L2_70";"D2L2";"D2";"L2";"44B";11;49;25.5;1;15.5;1;17.5
"D2L2_71";"D2L2";"D2";"L2";"44B";11;49;26.5;0;25.5;0;25.5
"D2L2_72";"D2L2";"D2";"L2";"44B";11;49;27.5;0;25.5;0;25.5
"D2Y1_70";"D2Y1";"D2";"Y1";"44B";7;49;28.5;0;25.5;0;25.5
"D2Y1_71";"D2Y1";"D2";"Y1";"44B";7;49;29.5;0;25.5;0;25.5
"D2Y1_72";"D2Y1";"D2";"Y1";"44B";7;49;30.5;0;25.5;0;25.5
"D4L3_70";"D4L3";"D4";"L3";"44B";3;49;31.5;1;25.5;0;25.5
"D4L3_71";"D4L3";"D4";"L3";"44B";3;49;32.5;1;23;1;24.5
"D4L3_72";"D4L3";"D4";"L3";"44B";3;49;33.5;0;25.5;0;25.5
"D5L3_73";"D5L3";"D5";"L3";"44B";15;50;22;0;7.5;0;7.5
"D5L3_74";"D5L3";"D5";"L3";"44B";15;50;23;0;25.5;0;25.5
"D5L3_75";"D5L3";"D5";"L3";"44B";15;50;24;1;18;1;21
"D2L2_73";"D2L2";"D2";"L2";"44B";11;50;25;0;13;0;13
"D2L2_74";"D2L2";"D2";"L2";"44B";11;50;26;0;25.5;0;25.5
"D2L2_75";"D2L2";"D2";"L2";"44B";11;50;27;0;25.5;0;25.5
"D2Y1_73";"D2Y1";"D2";"Y1";"44B";7;50;28;0;25.5;0;25.5
"D2Y1_74";"D2Y1";"D2";"Y1";"44B";7;50;29;0;25.5;0;25.5
"D2Y1_75";"D2Y1";"D2";"Y1";"44B";7;50;30;1;23;0;25.5
"D4L3_73";"D4L3";"D4";"L3";"44B";3;50;31;0;25.5;0;25.5
"D4L3_74";"D4L3";"D4";"L3";"44B";3;50;32;0;25.5;0;25.5
"D4L3_75";"D4L3";"D4";"L3";"44B";3;50;33;0;25.5;0;25.5
"D2L3_61";"D2L3";"D2";"L3";"44B";14;51;22.5;0;25.5;0;25.5
"D2L3_62";"D2L3";"D2";"L3";"44B";14;51;23.5;0;25.5;0;25.5
"D2L3_63";"D2L3";"D2";"L3";"44B";14;51;24.5;1;25.5;0;25.5
"D5L2_61";"D5L2";"D5";"L2";"44B";10;51;25.5;1;25.5;0;25.5
"D5L2_62";"D5L2";"D5";"L2";"44B";10;51;26.5;1;22.5;1;24.5
"D5L2_63";"D5L2";"D5";"L2";"44B";10;51;27.5;1;18;1;22
"D3Y1_121";"D3Y1";"D3";"Y1";"44B";6;51;28.5;0;25.5;0;25.5
"D3Y1_122";"D3Y1";"D3";"Y1";"44B";6;51;29.5;0;25.5;0;25.5
"D3Y1_123";"D3Y1";"D3";"Y1";"44B";6;51;30.5;1;15.5;1;18
"D1Y1_61";"D1Y1";"D1";"Y1";"44B";2;51;31.5;0;25.5;0;25.5
"D1Y1_62";"D1Y1";"D1";"Y1";"44B";2;51;32.5;0;25.5;0;25.5
"D1Y1_63";"D1Y1";"D1";"Y1";"44B";2;51;33.5;0;25.5;0;25.5
"D2L3_64";"D2L3";"D2";"L3";"44B";14;52;22;0;25.5;0;25.5
"D2L3_65";"D2L3";"D2";"L3";"44B";14;52;23;0;25.5;0;25.5
"D2L3_66";"D2L3";"D2";"L3";"44B";14;52;24;0;25.5;0;25.5
"D5L2_64";"D5L2";"D5";"L2";"44B";10;52;25;0;9.5;0;9.5
"D5L2_65";"D5L2";"D5";"L2";"44B";10;52;26;1;25.5;0;25.5
"D5L2_66";"D5L2";"D5";"L2";"44B";10;52;27;1;15;1;18
"D3Y1_124";"D3Y1";"D3";"Y1";"44B";6;52;28;0;25.5;0;25.5
"D3Y1_125";"D3Y1";"D3";"Y1";"44B";6;52;29;1;18.5;0;25.5
"D3Y1_126";"D3Y1";"D3";"Y1";"44B";6;52;30;0;25.5;0;25.5
"D1Y1_64";"D1Y1";"D1";"Y1";"44B";2;52;31;0;25.5;0;25.5
"D1Y1_65";"D1Y1";"D1";"Y1";"44B";2;52;32;0;25.5;0;25.5
"D1Y1_66";"D1Y1";"D1";"Y1";"44B";2;52;33;0;25.5;0;25.5
"D2L3_67";"D2L3";"D2";"L3";"44B";14;53;22.5;1;23;1;25.5
"D2L3_68";"D2L3";"D2";"L3";"44B";14;53;23.5;1;24.5;0;25.5
"D2L3_69";"D2L3";"D2";"L3";"44B";14;53;24.5;1;24.5;0;25.5
"D5L2_67";"D5L2";"D5";"L2";"44B";10;53;25.5;0;25.5;0;25.5
"D5L2_68";"D5L2";"D5";"L2";"44B";10;53;26.5;1;25.5;0;25.5
"D5L2_69";"D5L2";"D5";"L2";"44B";10;53;27.5;0;25.5;0;25.5
"D3Y1_127";"D3Y1";"D3";"Y1";"44B";6;53;28.5;0;25.5;0;25.5
"D3Y1_128";"D3Y1";"D3";"Y1";"44B";6;53;29.5;0;25.5;0;25.5
"D3Y1_129";"D3Y1";"D3";"Y1";"44B";6;53;30.5;1;25.5;0;25.5
"D1Y1_67";"D1Y1";"D1";"Y1";"44B";2;53;31.5;1;23;0;25.5
"D1Y1_68";"D1Y1";"D1";"Y1";"44B";2;53;32.5;1;17;1;18
"D1Y1_69";"D1Y1";"D1";"Y1";"44B";2;53;33.5;0;25.5;0;25.5
"D2L3_70";"D2L3";"D2";"L3";"44B";14;54;22;1;22;1;25.5
"D2L3_71";"D2L3";"D2";"L3";"44B";14;54;23;0;25.5;0;25.5
"D2L3_72";"D2L3";"D2";"L3";"44B";14;54;24;1;21.5;1;25.5
"D5L2_70";"D5L2";"D5";"L2";"44B";10;54;25;1;24;0;25.5
"D5L2_71";"D5L2";"D5";"L2";"44B";10;54;26;0;25.5;0;25.5
"D5L2_72";"D5L2";"D5";"L2";"44B";10;54;27;1;25.5;0;25.5
"D3Y1_130";"D3Y1";"D3";"Y1";"44B";6;54;28;0;25.5;0;25.5
"D3Y1_131";"D3Y1";"D3";"Y1";"44B";6;54;29;0;25.5;0;25.5
"D3Y1_132";"D3Y1";"D3";"Y1";"44B";6;54;30;0;25.5;0;25.5
"D1Y1_70";"D1Y1";"D1";"Y1";"44B";2;54;31;1;24;0;25.5
"D1Y1_71";"D1Y1";"D1";"Y1";"44B";2;54;32;1;19;1;23
"D1Y1_72";"D1Y1";"D1";"Y1";"44B";2;54;33;0;25.5;0;25.5
"D2L3_73";"D2L3";"D2";"L3";"44B";14;55;22.5;1;19;1;22
"D2L3_74";"D2L3";"D2";"L3";"44B";14;55;23.5;0;9.5;0;9.5
"D2L3_75";"D2L3";"D2";"L3";"44B";14;55;24.5;1;21.5;1;23
"D5L2_73";"D5L2";"D5";"L2";"44B";10;55;25.5;1;21;1;23
"D5L2_74";"D5L2";"D5";"L2";"44B";10;55;26.5;1;24;1;24.5
"D5L2_75";"D5L2";"D5";"L2";"44B";10;55;27.5;1;23;1;24.5
"D3Y1_133";"D3Y1";"D3";"Y1";"44B";6;55;28.5;1;24.5;0;25.5
"D3Y1_134";"D3Y1";"D3";"Y1";"44B";6;55;29.5;1;24.5;0;25.5
"D3Y1_135";"D3Y1";"D3";"Y1";"44B";6;55;30.5;1;24;0;25.5
"D1Y1_73";"D1Y1";"D1";"Y1";"44B";2;55;31.5;1;17.5;1;22
"D1Y1_74";"D1Y1";"D1";"Y1";"44B";2;55;32.5;0;8;0;8
"D1Y1_75";"D1Y1";"D1";"Y1";"44B";2;55;33.5;1;15;1;19
"D1L3_61";"D1L3";"D1";"L3";"44B";13;56;22;1;24;1;24.5
"D1L3_62";"D1L3";"D1";"L3";"44B";13;56;23;1;19;1;21
"D1L3_63";"D1L3";"D1";"L3";"44B";13;56;24;1;24;0;25.5
"D4L1_61";"D4L1";"D4";"L1";"44B";9;56;25;1;24.5;0;25.5
"D4L1_62";"D4L1";"D4";"L1";"44B";9;56;26;0;25.5;0;25.5
"D4L1_63";"D4L1";"D4";"L1";"44B";9;56;27;1;24.5;0;25.5
"D3Y1_136";"D3Y1";"D3";"Y1";"44B";5;56;28;0;25.5;0;25.5
"D3Y1_137";"D3Y1";"D3";"Y1";"44B";5;56;29;1;24.5;0;25.5
"D3Y1_138";"D3Y1";"D3";"Y1";"44B";5;56;30;1;23;0;25.5
"D3L1_61";"D3L1";"D3";"L1";"44B";1;56;31;1;20.5;0;25.5
"D3L1_62";"D3L1";"D3";"L1";"44B";1;56;32;1;24.5;0;25.5
"D3L1_63";"D3L1";"D3";"L1";"44B";1;56;33;0;9.5;0;9.5
"D1L3_64";"D1L3";"D1";"L3";"44B";13;57;22.5;1;24.5;0;25.5
"D1L3_65";"D1L3";"D1";"L3";"44B";13;57;23.5;1;15;1;15.5
"D1L3_66";"D1L3";"D1";"L3";"44B";13;57;24.5;0;25.5;0;25.5
"D4L1_64";"D4L1";"D4";"L1";"44B";9;57;25.5;1;24;0;25.5
"D4L1_65";"D4L1";"D4";"L1";"44B";9;57;26.5;1;25.5;0;25.5
"D4L1_66";"D4L1";"D4";"L1";"44B";9;57;27.5;0;25.5;0;25.5
"D3Y1_139";"D3Y1";"D3";"Y1";"44B";5;57;28.5;0;25.5;0;25.5
"D3Y1_140";"D3Y1";"D3";"Y1";"44B";5;57;29.5;1;15;1;15.5
"D3Y1_141";"D3Y1";"D3";"Y1";"44B";5;57;30.5;1;21.5;1;23
"D3L1_64";"D3L1";"D3";"L1";"44B";1;57;31.5;1;8;1;12
"D3L1_65";"D3L1";"D3";"L1";"44B";1;57;32.5;1;23.5;0;25.5
"D3L1_66";"D3L1";"D3";"L1";"44B";1;57;33.5;0;25.5;0;25.5
"D1L3_67";"D1L3";"D1";"L3";"44B";13;58;22;1;15;1;15.5
"D1L3_68";"D1L3";"D1";"L3";"44B";13;58;23;0;25.5;0;25.5
"D1L3_69";"D1L3";"D1";"L3";"44B";13;58;24;1;23.5;1;24.5
"D4L1_67";"D4L1";"D4";"L1";"44B";9;58;25;1;20.5;1;24
"D4L1_68";"D4L1";"D4";"L1";"44B";9;58;26;0;25.5;0;25.5
"D4L1_69";"D4L1";"D4";"L1";"44B";9;58;27;1;25.5;0;25.5
"D3Y1_142";"D3Y1";"D3";"Y1";"44B";5;58;28;1;22.5;0;25.5
"D3Y1_143";"D3Y1";"D3";"Y1";"44B";5;58;29;0;25.5;0;25.5
"D3Y1_144";"D3Y1";"D3";"Y1";"44B";5;58;30;0;25.5;0;25.5
"D3L1_67";"D3L1";"D3";"L1";"44B";1;58;31;1;24;0;25.5
"D3L1_68";"D3L1";"D3";"L1";"44B";1;58;32;1;12;1;14.5
"D3L1_69";"D3L1";"D3";"L1";"44B";1;58;33;1;25.5;0;25.5
"D1L3_70";"D1L3";"D1";"L3";"44B";13;59;22.5;1;22.5;0;25.5
"D1L3_71";"D1L3";"D1";"L3";"44B";13;59;23.5;0;25.5;0;25.5
"D1L3_72";"D1L3";"D1";"L3";"44B";13;59;24.5;1;25.5;0;25.5
"D4L1_70";"D4L1";"D4";"L1";"44B";9;59;25.5;0;25.5;0;25.5
"D4L1_71";"D4L1";"D4";"L1";"44B";9;59;26.5;1;24.5;0;25.5
"D4L1_72";"D4L1";"D4";"L1";"44B";9;59;27.5;0;25.5;0;25.5
"D3Y1_145";"D3Y1";"D3";"Y1";"44B";5;59;28.5;0;25.5;0;25.5
"D3Y1_146";"D3Y1";"D3";"Y1";"44B";5;59;29.5;0;25.5;0;25.5
"D3Y1_147";"D3Y1";"D3";"Y1";"44B";5;59;30.5;0;25.5;0;25.5
"D3L1_70";"D3L1";"D3";"L1";"44B";1;59;31.5;0;25.5;0;25.5
"D3L1_71";"D3L1";"D3";"L1";"44B";1;59;32.5;0;25.5;0;25.5
"D3L1_72";"D3L1";"D3";"L1";"44B";1;59;33.5;0;25.5;0;25.5
"D1L3_73";"D1L3";"D1";"L3";"44B";13;60;22;1;21;1;24.5
"D1L3_74";"D1L3";"D1";"L3";"44B";13;60;23;1;21;1;22.5
"D1L3_75";"D1L3";"D1";"L3";"44B";13;60;24;0;25.5;0;25.5
"D4L1_73";"D4L1";"D4";"L1";"44B";9;60;25;1;23;0;25.5
"D4L1_74";"D4L1";"D4";"L1";"44B";9;60;26;1;24;0;25.5
"D4L1_75";"D4L1";"D4";"L1";"44B";9;60;27;0;25.5;0;25.5
"D3Y1_148";"D3Y1";"D3";"Y1";"44B";5;60;28;0;25.5;0;25.5
"D3Y1_149";"D3Y1";"D3";"Y1";"44B";5;60;29;1;21.5;1;25.5
"D3Y1_150";"D3Y1";"D3";"Y1";"44B";5;60;30;0;25.5;0;25.5
"D3L1_73";"D3L1";"D3";"L1";"44B";1;60;31;0;25.5;0;25.5
"D3L1_74";"D3L1";"D3";"L1";"44B";1;60;32;1;13.5;1;15.5
"D3L1_75";"D3L1";"D3";"L1";"44B";1;60;33;0;25.5;0;25.5
