palm_id,progeny,ga_parent,gb_parent,parcel,plot,xm,ym,event_t1s,y_t1s,event_td,y_td,fold
D3Y1_63,D3Y1,D3,Y1,44A,39,46.76537180435969,8.0,1,20.5,1,24.0,44A
D3L2_31,D3L2,D3,L2,44A,43,46.76537180435969,9.0,1,25.0,0,25.5,44A
D3L2_32,D3L2,D3,L2,44A,43,46.76537180435969,10.0,1,25.5,0,25.5,44A
D3L2_33,D3L2,D3,L2,44A,43,46.76537180435969,11.0,0,25.5,0,25.5,44A
D2L2_31,D2L2,D2,L2,44A,47,46.76537180435969,12.0,1,18.0,1,21.0,44A
D2L2_32,D2L2,D2,L2,44A,47,46.76537180435969,13.0,1,24.0,0,25.5,44A
D2L2_33,D2L2,D2,L2,44A,47,46.76537180435969,14.0,0,25.5,0,25.5,44A
D2L3_34,D2L3,D2,L3,44A,35,47.63139720814413,3.5,1,21.5,1,24.5,44A
D2L3_35,D2L3,D2,L3,44A,35,47.63139720814413,4.5,1,25.0,0,25.5,44A
D2L3_36,D2L3,D2,L3,44A,35,47.63139720814413,5.5,1,25.0,0,25.5,44A
D3Y1_64,D3Y1,D3,Y1,44A,39,47.63139720814413,6.5,0,25.5,0,25.5,44A
D3Y1_65,D3Y1,D3,Y1,44A,39,47.63139720814413,7.5,1,6.5,1,7.5,44A
D3Y1_66,D3Y1,D3,Y1,44A,39,47.63139720814413,8.5,0,25.5,0,25.5,44A
D3L2_34,D3L2,D3,L2,44A,43,47.63139720814413,9.5,0,25.5,0,25.5,44A
D3L2_35,D3L2,D3,L2,44A,43,47.63139720814413,10.5,1,21.0,1,24.0,44A
D3L2_36,D3L2,D3,L2,44A,43,47.63139720814413,11.5,0,25.5,0,25.5,44A
D2L2_34,D2L2,D2,L2,44A,47,47.63139720814413,12.5,1,25.0,0,25.5,44A
D2L2_35,D2L2,D2,L2,44A,47,47.63139720814413,13.5,1,20.5,1,23.5,44A
D2L2_36,D2L2,D2,L2,44A,47,47.63139720814413,14.5,0,25.5,0,25.5,44A
D2L3_37,D2L3,D2,L3,44A,35,48.49742261192857,3.0,0,25.5,0,25.5,44A
D2L3_38,D2L3,D2,L3,44A,35,48.49742261192857,4.0,0,25.5,0,25.5,44A
D2L3_39,D2L3,D2,L3,44A,35,48.49742261192857,5.0,1,22.5,0,25.5,44A
D3Y1_67,D3Y1,D3,Y1,44A,39,48.49742261192857,6.0,1,18.5,1,24.0,44A
D3Y1_68,D3Y1,D3,Y1,44A,39,48.49742261192857,7.0,0,25.5,0,25.5,44A
D3Y1_69,D3Y1,D3,Y1,44A,39,48.49742261192857,8.0,1,24.0,0,25.5,44A
D3L2_37,D3L2,D3,L2,44A,43,48.49742261192857,9.0,0,25.5,0,25.5,44A
D3L2_38,D3L2,D3,L2,44A,43,48.49742261192857,10.0,0,25.5,0,25.5,44A
D3L2_39,D3L2,D3,L2,44A,43,48.49742261192857,11.0,1,24.5,0,25.5,44A
D2L2_37,D2L2,D2,L2,44A,47,48.49742261192857,12.0,0,25.5,0,25.5,44A
D2L2_38,D2L2,D2,L2,44A,47,48.49742261192857,13.0,1,25.0,0,25.5,44A
D2L2_39,D2L2,D2,L2,44A,47,48.49742261192857,14.0,0,25.5,0,25.5,44A
D2L3_40,D2L3,D2,L3,44A,35,49.363448015713004,3.5,1,24.5,0,25.5,44A
D2L3_41,D2L3,D2,L3,44A,35,49.363448015713004,4.5,0,25.5,0,25.5,44A
D2L3_42,D2L3,D2,L3,44A,35,49.363448015713004,5.5,1,24.5,0,25.5,44A
D3Y1_70,D3Y1,D3,Y1,44A,39,49.363448015713004,6.5,1,18.0,1,25.0,44A
D3Y1_71,D3Y1,D3,Y1,44A,39,49.363448015713004,7.5,0,25.5,0,25.5,44A
D3Y1_72,D3Y1,D3,Y1,44A,39,49.363448015713004,8.5,0,25.5,0,25.5,44A
D3L2_40,D3L2,D3,L2,44A,43,49.363448015713004,9.5,1,10.5,1,24.0,44A
D3L2_41,D3L2,D3,L2,44A,43,49.363448015713004,10.5,0,25.5,0,25.5,44A
D3L2_42,D3L2,D3,L2,44A,43,49.363448015713004,11.5,0,25.5,0,25.5,44A
D2L2_40,D2L2,D2,L2,44A,47,49.363448015713004,12.5,0,25.5,0,25.5,44A
D2L2_41,D2L2,D2,L2,44A,47,49.363448015713004,13.5,0,25.5,0,25.5,44A
D2L2_42,D2L2,D2,L2,44A,47,49.363448015713004,14.5,0,25.5,0,25.5,44A
D2L3_43,D2L3,D2,L3,44A,35,50.229473419497445,3.0,0,25.5,0,25.5,44A
D2L3_44,D2L3,D2,L3,44A,35,50.229473419497445,4.0,0,25.5,0,25.5,44A
D2L3_45,D2L3,D2,L3,44A,35,50.229473419497445,5.0,0,25.5,0,25.5,44A
D3Y1_73,D3Y1,D3,Y1,44A,39,50.229473419497445,6.0,1,21.5,1,24.0,44A
D3Y1_74,D3Y1,D3,Y1,44A,39,50.229473419497445,7.0,1,14.0,1,14.5,44A
D3Y1_75,D3Y1,D3,Y1,44A,39,50.229473419497445,8.0,0,25.5,0,25.5,44A
D3L2_43,D3L2,D3,L2,44A,43,50.229473419497445,9.0,0,25.5,0,25.5,44A
D3L2_44,D3L2,D3,L2,44A,43,50.229473419497445,10.0,1,23.5,0,25.5,44A
D3L2_45,D3L2,D3,L2,44A,43,50.229473419497445,11.0,0,25.5,0,25.5,44A
D2L2_43,D2L2,D2,L2,44A,47,50.229473419497445,12.0,0,25.5,0,25.5,44A
D2L2_44,D2L2,D2,L2,44A,47,50.229473419497445,13.0,0,25.5,0,25.5,44A
D2L2_45,D2L2,D2,L2,44A,47,50.229473419497445,14.0,1,21.5,1,24.0,44A
D4L3_31,D4L3,D4,L3,44A,34,51.095498823281886,3.5,1,24.5,0,25.5,44A
D4L3_32,D4L3,D4,L3,44A,34,51.095498823281886,4.5,1,23.0,0,25.5,44A
D4L3_33,D4L3,D4,L3,44A,34,51.095498823281886,5.5,1,24.5,0,25.5,44A
D1Y1_31,D1Y1,D1,Y1,44A,38,51.095498823281886,6.5,1,24.5,0,25.5,44A
D1Y1_32,D1Y1,D1,Y1,44A,38,51.095498823281886,7.5,1,23.0,0,25.5,44A
D1Y1_33,D1Y1,D1,Y1,44A,38,51.095498823281886,8.5,1,17.5,1,19.0,44A
D3L1_31,D3L1,D3,L1,44A,42,51.095498823281886,9.5,1,24.5,0,25.5,44A
D3L1_32,D3L1,D3,L1,44A,42,51.095498823281886,10.5,1,22.5,1,23.0,44A
D3L1_33,D3L1,D3,L1,44A,42,51.095498823281886,11.5,1,24.5,0,25.5,44A
D3Y1_76,D3Y1,D3,Y1,44A,46,51.095498823281886,12.5,1,18.0,1,18.5,44A
D3Y1_77,D3Y1,D3,Y1,44A,46,51.095498823281886,13.5,0,25.5,0,25.5,44A
D3Y1_78,D3Y1,D3,Y1,44A,46,51.095498823281886,14.5,1,22.0,0,25.5,44A
D4L3_34,D4L3,D4,L3,44A,34,51.96152422706632,3.0,1,17.0,1,19.0,44A
D4L3_35,D4L3,D4,L3,44A,34,51.96152422706632,4.0,1,25.0,0,25.5,44A
D4L3_36,D4L3,D4,L3,44A,34,51.96152422706632,5.0,1,24.5,0,25.5,44A
D1Y1_34,D1Y1,D1,Y1,44A,38,51.96152422706632,6.0,0,25.5,0,25.5,44A
D1Y1_35,D1Y1,D1,Y1,44A,38,51.96152422706632,7.0,1,24.5,0,25.5,44A
D1Y1_36,D1Y1,D1,Y1,44A,38,51.96152422706632,8.0,0,25.5,0,25.5,44A
D3L1_34,D3L1,D3,L1,44A,42,51.96152422706632,9.0,0,25.5,0,25.5,44A
D3L1_35,D3L1,D3,L1,44A,42,51.96152422706632,10.0,1,6.0,1,6.5,44A
D3L1_36,D3L1,D3,L1,44A,42,51.96152422706632,11.0,0,25.5,0,25.5,44A
D3Y1_79,D3Y1,D3,Y1,44A,46,51.96152422706632,12.0,0,25.5,0,25.5,44A
D3Y1_80,D3Y1,D3,Y1,44A,46,51.96152422706632,13.0,0,25.5,0,25.5,44A
D3Y1_81,D3Y1,D3,Y1,44A,46,51.96152422706632,14.0,0,8.0,0,8.0,44A
D4L3_37,D4L3,D4,L3,44A,34,52.82754963085076,3.5,1,17.5,1,19.0,44A
D4L3_38,D4L3,D4,L3,44A,34,52.82754963085076,4.5,1,25.5,0,25.5,44A
D4L3_39,D4L3,D4,L3,44A,34,52.82754963085076,5.5,1,22.5,0,25.5,44A
D1Y1_37,D1Y1,D1,Y1,44A,38,52.82754963085076,6.5,1,25.0,0,25.5,44A
D1Y1_38,D1Y1,D1,Y1,44A,38,52.82754963085076,7.5,0,25.5,0,25.5,44A
D1Y1_39,D1Y1,D1,Y1,44A,38,52.82754963085076,8.5,0,25.5,0,25.5,44A
D3L1_37,D3L1,D3,L1,44A,42,52.82754963085076,9.5,1,25.5,0,25.5,44A
D3L1_38,D3L1,D3,L1,44A,42,52.82754963085076,10.5,1,25.5,0,25.5,44A
D3L1_39,D3L1,D3,L1,44A,42,52.82754963085076,11.5,1,25.5,0,25.5,44A
D3Y1_82,D3Y1,D3,Y1,44A,46,52.82754963085076,12.5,1,15.0,1,17.5,44A
D3Y1_83,D3Y1,D3,Y1,44A,46,52.82754963085076,13.5,0,25.5,0,25.5,44A
D3Y1_84,D3Y1,D3,Y1,44A,46,52.82754963085076,14.5,1,23.0,0,25.5,44A
D4L3_40,D4L3,D4,L3,44A,34,53.6935750346352,3.0,1,21.0,0,25.5,44A
D4L3_41,D4L3,D4,L3,44A,34,53.6935750346352,4.0,1,25.5,0,25.5,44A
D4L3_42,D4L3,D4,L3,44A,34,53.6935750346352,5.0,1,24.0,1,25.5,44A
D1Y1_40,D1Y1,D1,Y1,44A,38,53.6935750346352,6.0,1,22.0,0,25.5,44A
D1Y1_41,D1Y1,D1,Y1,44A,38,53.6935750346352,7.0,0,25.5,0,25.5,44A
D1Y1_42,D1Y1,D1,Y1,44A,38,53.6935750346352,8.0,1,16.0,1,23.0,44A
D3L1_40,D3L1,D3,L1,44A,42,53.6935750346352,9.0,1,25.5,0,25.5,44A
D3L1_41,D3L1,D3,L1,44A,42,53.6935750346352,10.0,1,22.5,0,25.5,44A
D3L1_42,D3L1,D3,L1,44A,42,53.6935750346352,11.0,1,24.0,0,25.5,44A
D3Y1_85,D3Y1,D3,Y1,44A,46,53.6935750346352,12.0,0,25.5,0,25.5,44A
D3Y1_86,D3Y1,D3,Y1,44A,46,53.6935750346352,13.0,1,22.5,0,25.5,44A
D3Y1_87,D3Y1,D3,Y1,44A,46,53.6935750346352,14.0,1,17.0,1,17.5,44A
D4L3_43,D4L3,D4,L3,44A,34,54.559600438419636,3.5,1,23.0,0,25.5,44A
D4L3_44,D4L3,D4,L3,44A,34,54.559600438419636,4.5,0,25.5,0,25.5,44A
D4L3_45,D4L3,D4,L3,44A,34,54.559600438419636,5.5,1,23.0,0,25.5,44A
D1Y1_43,D1Y1,D1,Y1,44A,38,54.559600438419636,6.5,0,25.5,0,25.5,44A
D1Y1_44,D1Y1,D1,Y1,44A,38,54.559600438419636,7.5,1,21.5,1,24.5,44A
D1Y1_45,D1Y1,D1,Y1,44A,38,54.559600438419636,8.5,0,25.5,0,25.5,44A
D3L1_43,D3L1,D3,L1,44A,42,54.559600438419636,9.5,1,13.5,1,14.0,44A
D3L1_44,D3L1,D3,L1,44A,42,54.559600438419636,10.5,1,22.0,0,25.5,44A
D3L1_45,D3L1,D3,L1,44A,42,54.559600438419636,11.5,1,25.5,0,25.5,44A
D3Y1_88,D3Y1,D3,Y1,44A,46,54.559600438419636,12.5,1,24.0,0,25.5,44A
D3Y1_89,D3Y1,D3,Y1,44A,46,54.559600438419636,13.5,0,25.5,0,25.5,44A
D3Y1_90,D3Y1,D3,Y1,44A,46,54.559600438419636,14.5,0,25.5,0,25.5,44A
D5L2_31,D5L2,D5,L2,44A,33,55.42562584220408,3.0,0,25.5,0,25.5,44A
D5L2_32,D5L2,D5,L2,44A,33,55.42562584220408,4.0,1,23.5,1,24.5,44A
D5L2_33,D5L2,D5,L2,44A,33,55.42562584220408,5.0,1,14.5,1,15.5,44A
D2L1_61,D2L1,D2,L1,44A,37,55.42562584220408,6.0,1,21.5,1,24.5,44A
D2L1_62,D2L1,D2,L1,44A,37,55.42562584220408,7.0,1,21.0,0,25.5,44A
D2L1_63,D2L1,D2,L1,44A,37,55.42562584220408,8.0,0,25.5,0,25.5,44A
D4L1_31,D4L1,D4,L1,44A,41,55.42562584220408,9.0,0,25.5,0,25.5,44A
D4L1_32,D4L1,D4,L1,44A,41,55.42562584220408,10.0,0,25.5,0,25.5,44A
D4L1_33,D4L1,D4,L1,44A,41,55.42562584220408,11.0,0,25.5,0,25.5,44A
D5L3_31,D5L3,D5,L3,44A,45,55.42562584220408,12.0,0,23.0,0,23.0,44A
D5L3_32,D5L3,D5,L3,44A,45,55.42562584220408,13.0,0,25.5,0,25.5,44A
D5L3_33,D5L3,D5,L3,44A,45,55.42562584220408,14.0,0,25.5,0,25.5,44A
D5L2_34,D5L2,D5,L2,44A,33,56.29165124598852,3.5,0,25.5,0,25.5,44A
D5L2_35,D5L2,D5,L2,44A,33,56.29165124598852,4.5,1,2.5,1,5.0,44A
D5L2_36,D5L2,D5,L2,44A,33,56.29165124598852,5.5,0,25.5,0,25.5,44A
D2L1_64,D2L1,D2,L1,44A,37,56.29165124598852,6.5,0,25.5,0,25.5,44A
D2L1_65,D2L1,D2,L1,44A,37,56.29165124598852,7.5,1,17.5,1,18.0,44A
D2L1_66,D2L1,D2,L1,44A,37,56.29165124598852,8.5,0,25.5,0,25.5,44A
D4L1_34,D4L1,D4,L1,44A,41,56.29165124598852,9.5,0,25.5,0,25.5,44A
D4L1_35,D4L1,D4,L1,44A,41,56.29165124598852,10.5,0,25.5,0,25.5,44A
D4L1_36,D4L1,D4,L1,44A,41,56.29165124598852,11.5,1,23.0,0,25.5,44A
D5L3_34,D5L3,D5,L3,44A,45,56.29165124598852,12.5,0,25.5,0,25.5,44A
D5L3_35,D5L3,D5,L3,44A,45,56.29165124598852,13.5,1,21.0,1,24.5,44A
D5L3_36,D5L3,D5,L3,44A,45,56.29165124598852,14.5,1,25.5,0,25.5,44A
D5L2_37,D5L2,D5,L2,44A,33,57.15767664977295,3.0,1,24.0,0,25.5,44A
D5L2_38,D5L2,D5,L2,44A,33,57.15767664977295,4.0,1,25.0,0,25.5,44A
D5L2_39,D5L2,D5,L2,44A,33,57.15767664977295,5.0,1,25.0,0,25.5,44A
D2L1_67,D2L1,D2,L1,44A,37,57.15767664977295,6.0,0,25.5,0,25.5,44A
D2L1_68,D2L1,D2,L1,44A,37,57.15767664977295,7.0,0,25.5,0,25.5,44A
D2L1_69,D2L1,D2,L1,44A,37,57.15767664977295,8.0,0,25.5,0,25.5,44A
D4L1_37,D4L1,D4,L1,44A,41,57.15767664977295,9.0,1,25.5,0,25.5,44A
D4L1_38,D4L1,D4,L1,44A,41,57.15767664977295,10.0,1,21.0,1,24.0,44A
D4L1_39,D4L1,D4,L1,44A,41,57.15767664977295,11.0,1,24.5,0,25.5,44A
D5L3_37,D5L3,D5,L3,44A,45,57.15767664977295,12.0,0,25.5,0,25.5,44A
D5L3_38,D5L3,D5,L3,44A,45,57.15767664977295,13.0,1,25.5,0,25.5,44A
D5L3_39,D5L3,D5,L3,44A,45,57.15767664977295,14.0,1,24.5,0,25.5,44A
D5L2_40,D5L2,D5,L2,44A,33,58.02370205355739,3.5,1,22.5,1,24.5,44A
D5L2_41,D5L2,D5,L2,44A,33,58.02370205355739,4.5,1,23.5,1,24.5,44A
D5L2_42,D5L2,D5,L2,44A,33,58.02370205355739,5.5,1,19.5,1,24.0,44A
D2L1_70,D2L1,D2,L1,44A,37,58.02370205355739,6.5,1,24.5,0,25.5,44A
D2L1_71,D2L1,D2,L1,44A,37,58.02370205355739,7.5,1,24.5,0,25.5,44A
D2L1_72,D2L1,D2,L1,44A,37,58.02370205355739,8.5,0,25.5,0,25.5,44A
D4L1_40,D4L1,D4,L1,44A,41,58.02370205355739,9.5,1,24.5,0,25.5,44A
D4L1_41,D4L1,D4,L1,44A,41,58.02370205355739,10.5,1,24.0,0,25.5,44A
D4L1_42,D4L1,D4,L1,44A,41,58.02370205355739,11.5,0,25.5,0,25.5,44A
D5L3_40,D5L3,D5,L3,44A,45,58.02370205355739,12.5,1,23.0,0,25.5,44A
D5L3_41,D5L3,D5,L3,44A,45,58.02370205355739,13.5,1,11.0,1,11.5,44A
D5L3_42,D5L3,D5,L3,44A,45,58.02370205355739,14.5,1,22.5,0,25.5,44A
D5L2_43,D5L2,D5,L2,44A,33,58.889727457341834,3.0,0,25.5,0,25.5,44A
D5L2_44,D5L2,D5,L2,44A,33,58.889727457341834,4.0,0,25.5,0,25.5,44A
D5L2_45,D5L2,D5,L2,44A,33,58.889727457341834,5.0,0,25.5,0,25.5,44A
D2L1_73,D2L1,D2,L1,44A,37,58.889727457341834,6.0,0,25.5,0,25.5,44A
D2L1_74,D2L1,D2,L1,44A,37,58.889727457341834,7.0,0,25.5,0,25.5,44A
D2L1_75,D2L1,D2,L1,44A,37,58.889727457341834,8.0,0,25.5,0,25.5,44A
D4L1_43,D4L1,D4,L1,44A,41,58.889727457341834,9.0,0,25.5,0,25.5,44A
D4L1_44,D4L1,D4,L1,44A,41,58.889727457341834,10.0,1,13.0,1,14.5,44A
D4L1_45,D4L1,D4,L1,44A,41,58.889727457341834,11.0,0,25.5,0,25.5,44A
D5L3_43,D5L3,D5,L3,44A,45,58.889727457341834,12.0,0,25.5,0,25.5,44A
D5L3_44,D5L3,D5,L3,44A,45,58.889727457341834,13.0,1,21.0,0,25.5,44A
D5L3_45,D5L3,D5,L3,44A,45,58.889727457341834,14.0,1,23.0,0,25.5,44A
D3Y1_91,D3Y1,D3,Y1,44B,32,18.186533479473212,22.5,1,15.0,1,15.5,44B
D3Y1_92,D3Y1,D3,Y1,44B,32,18.186533479473212,23.5,1,23.5,0,25.5,44B
D3Y1_93,D3Y1,D3,Y1,44B,32,18.186533479473212,24.5,1,11.5,1,14.0,44B
D2L1_76,D2L1,D2,L1,44B,28,18.186533479473212,25.5,1,21.0,1,23.5,44B
D2L1_77,D2L1,D2,L1,44B,28,18.186533479473212,26.5,1,24.0,1,24.5,44B
D2L1_78,D2L1,D2,L1,44B,28,18.186533479473212,27.5,1,23.5,0,25.5,44B
D2L1_79,D2L1,D2,L1,44B,24,18.186533479473212,28.5,0,25.5,0,25.5,44B
D2L1_80,D2L1,D2,L1,44B,24,18.186533479473212,29.5,0,25.5,0,25.5,44B
D2L1_81,D2L1,D2,L1,44B,24,18.186533479473212,30.5,0,25.5,0,25.5,44B
D4L1_46,D4L1,D4,L1,44B,20,18.186533479473212,31.5,0,25.5,0,25.5,44B
D4L1_47,D4L1,D4,L1,44B,20,18.186533479473212,32.5,0,25.5,0,25.5,44B
D4L1_48,D4L1,D4,L1,44B,20,18.186533479473212,33.5,0,25.5,0,25.5,44B
D3Y1_94,D3Y1,D3,Y1,44B,32,19.052558883257653,22.0,1,19.5,1,23.0,44B
D3Y1_95,D3Y1,D3,Y1,44B,32,19.052558883257653,23.0,1,21.0,0,25.5,44B
D3Y1_96,D3Y1,D3,Y1,44B,32,19.052558883257653,24.0,1,9.5,1,10.5,44B
D2L1_82,D2L1,D2,L1,44B,28,19.052558883257653,25.0,1,11.5,1,12.0,44B
D2L1_83,D2L1,D2,L1,44B,28,19.052558883257653,26.0,1,21.5,1,23.5,44B
D2L1_84,D2L1,D2,L1,44B,28,19.052558883257653,27.0,0,25.0,0,25.0,44B
D2L1_85,D2L1,D2,L1,44B,24,19.052558883257653,28.0,0,25.5,0,25.5,44B
D2L1_86,D2L1,D2,L1,44B,24,19.052558883257653,29.0,1,14.0,1,14.5,44B
D2L1_87,D2L1,D2,L1,44B,24,19.052558883257653,30.0,1,8.0,1,8.5,44B
D4L1_49,D4L1,D4,L1,44B,20,19.052558883257653,31.0,0,8.0,0,8.0,44B
D4L1_50,D4L1,D4,L1,44B,20,19.052558883257653,32.0,0,25.5,0,25.5,44B
D4L1_51,D4L1,D4,L1,44B,20,19.052558883257653,33.0,0,25.5,0,25.5,44B
D3Y1_97,D3Y1,D3,Y1,44B,32,19.91858428704209,22.5,0,25.5,0,25.5,44B
D3Y1_98,D3Y1,D3,Y1,44B,32,19.91858428704209,23.5,1,15.5,1,22.5,44B
D3Y1_99,D3Y1,D3,Y1,44B,32,19.91858428704209,24.5,1,19.0,1,23.0,44B
D2L1_88,D2L1,D2,L1,44B,28,19.91858428704209,25.5,1,9.5,1,11.5,44B
D2L1_89,D2L1,D2,L1,44B,28,19.91858428704209,26.5,0,7.5,0,7.5,44B
D2L1_90,D2L1,D2,L1,44B,28,19.91858428704209,27.5,1,16.0,1,18.5,44B
D2L1_91,D2L1,D2,L1,44B,24,19.91858428704209,28.5,1,24.5,0,25.5,44B
D2L1_92,D2L1,D2,L1,44B,24,19.91858428704209,29.5,1,25.0,0,25.5,44B
D2L1_93,D2L1,D2,L1,44B,24,19.91858428704209,30.5,0,25.5,0,25.5,44B
D4L1_52,D4L1,D4,L1,44B,20,19.91858428704209,31.5,1,22.0,1,25.5,44B
D4L1_53,D4L1,D4,L1,44B,20,19.91858428704209,32.5,1,24.5,0,25.5,44B
D4L1_54,D4L1,D4,L1,44B,20,19.91858428704209,33.5,1,21.0,1,25.0,44B
D3Y1_100,D3Y1,D3,Y1,44B,32,20.784609690826528,22.0,1,24.5,0,25.5,44B
D3Y1_101,D3Y1,D3,Y1,44B,32,20.784609690826528,23.0,1,19.5,1,24.0,44B
D3Y1_102,D3Y1,D3,Y1,44B,32,20.784609690826528,24.0,1,1.5,1,4.0,44B
D2L1_94,D2L1,D2,L1,44B,28,20.784609690826528,25.0,1,12.5,1,15.0,44B
D2L1_95,D2L1,D2,L1,44B,28,20.784609690826528,26.0,1,24.5,0,25.5,44B
D2L1_96,D2L1,D2,L1,44B,28,20.784609690826528,27.0,1,11.0,1,24.0,44B
D2L1_97,D2L1,D2,L1,44B,24,20.784609690826528,28.0,0,25.5,0,25.5,44B
D2L1_98,D2L1,D2,L1,44B,24,20.784609690826528,29.0,1,24.5,0,25.5,44B
D2L1_99,D2L1,D2,L1,44B,24,20.784609690826528,30.0,0,25.5,0,25.5,44B
D4L1_55,D4L1,D4,L1,44B,20,20.784609690826528,31.0,1,24.0,0,25.5,44B
D4L1_56,D4L1,D4,L1,44B,20,20.784609690826528,32.0,1,23.5,0,25.5,44B
D4L1_57,D4L1,D4,L1,44B,20,20.784609690826528,33.0,0,9.5,0,9.5,44B
D3Y1_103,D3Y1,D3,Y1,44B,32,21.65063509461097,22.5,0,25.5,0,25.5,44B
D3Y1_104,D3Y1,D3,Y1,44B,32,21.65063509461097,23.5,1,17.5,1,21.0,44B
D3Y1_105,D3Y1,D3,Y1,44B,32,21.65063509461097,24.5,0,25.5,0,25.5,44B
D2L1_100,D2L1,D2,L1,44B,28,21.65063509461097,25.5,0,25.5,0,25.5,44B
D2L1_101,D2L1,D2,L1,44B,28,21.65063509461097,26.5,0,25.5,0,25.5,44B
D2L1_102,D2L1,D2,L1,44B,28,21.65063509461097,27.5,0,25.5,0,25.5,44B
D2L1_103,D2L1,D2,L1,44B,24,21.65063509461097,28.5,1,18.0,1,21.0,44B
D2L1_104,D2L1,D2,L1,44B,24,21.65063509461097,29.5,0,25.5,0,25.5,44B
D2L1_105,D2L1,D2,L1,44B,24,21.65063509461097,30.5,0,25.5,0,25.5,44B
D4L1_58,D4L1,D4,L1,44B,20,21.65063509461097,31.5,1,23.5,0,25.5,44B
D4L1_59,D4L1,D4,L1,44B,20,21.65063509461097,32.5,1,13.0,1,14.0,44B
D4L1_60,D4L1,D4,L1,44B,20,21.65063509461097,33.5,1,25.5,0,25.5,44B
D5L3_46,D5L3,D5,L3,44B,31,22.516660498395407,22.0,1,15.5,1,20.5,44B
D5L3_47,D5L3,D5,L3,44B,31,22.516660498395407,23.0,0,25.5,0,25.5,44B
D5L3_48,D5L3,D5,L3,44B,31,22.516660498395407,24.0,1,25.5,0,25.5,44B
D3L3_61,D3L3,D3,L3,44B,27,22.516660498395407,25.0,1,21.5,1,25.5,44B
D3L3_62,D3L3,D3,L3,44B,27,22.516660498395407,26.0,0,25.5,0,25.5,44B
D3L3_63,D3L3,D3,L3,44B,27,22.516660498395407,27.0,0,25.5,0,25.5,44B
D2L2_46,D2L2,D2,L2,44B,23,22.516660498395407,28.0,0,25.5,0,25.5,44B
D2L2_47,D2L2,D2,L2,44B,23,22.516660498395407,29.0,0,25.5,0,25.5,44B
D2L2_48,D2L2,D2,L2,44B,23,22.516660498395407,30.0,0,25.5,0,25.5,44B
D4L3_46,D4L3,D4,L3,44B,19,22.516660498395407,31.0,1,20.5,1,22.0,44B
D4L3_47,D4L3,D4,L3,44B,19,22.516660498395407,32.0,0,25.5,0,25.5,44B
D4L3_48,D4L3,D4,L3,44B,19,22.516660498395407,33.0,1,25.0,0,25.5,44B
D5L3_49,D5L3,D5,L3,44B,31,23.382685902179844,22.5,1,9.5,1,10.5,44B
D5L3_50,D5L3,D5,L3,44B,31,23.382685902179844,23.5,1,14.5,1,15.0,44B
D5L3_51,D5L3,D5,L3,44B,31,23.382685902179844,24.5,1,15.5,1,20.5,44B
D3L3_64,D3L3,D3,L3,44B,27,23.382685902179844,25.5,1,15.5,1,18.0,44B
D3L3_65,D3L3,D3,L3,44B,27,23.382685902179844,26.5,0,25.5,0,25.5,44B
D3L3_66,D3L3,D3,L3,44B,27,23.382685902179844,27.5,0,25.5,0,25.5,44B
D2L2_49,D2L2,D2,L2,44B,23,23.382685902179844,28.5,1,23.0,0,25.5,44B
D2L2_50,D2L2,D2,L2,44B,23,23.382685902179844,29.5,0,25.5,0,25.5,44B
D2L2_51,D2L2,D2,L2,44B,23,23.382685902179844,30.5,0,25.5,0,25.5,44B
D4L3_49,D4L3,D4,L3,44B,19,23.382685902179844,31.5,0,25.5,0,25.5,44B
D4L3_50,D4L3,D4,L3,44B,19,23.382685902179844,32.5,1,25.0,0,25.5,44B
D4L3_51,D4L3,D4,L3,44B,19,23.382685902179844,33.5,0,25.5,0,25.5,44B
D5L3_52,D5L3,D5,L3,44B,31,24.248711305964285,22.0,1,5.0,1,7.5,44B
D5L3_53,D5L3,D5,L3,44B,31,24.248711305964285,23.0,1,20.5,1,22.0,44B
D5L3_54,D5L3,D5,L3,44B,31,24.248711305964285,24.0,0,9.5,0,9.5,44B
D3L3_67,D3L3,D3,L3,44B,27,24.248711305964285,25.0,1,22.0,0,25.5,44B
D3L3_68,D3L3,D3,L3,44B,27,24.248711305964285,26.0,0,25.5,0,25.5,44B
D3L3_69,D3L3,D3,L3,44B,27,24.248711305964285,27.0,1,25.5,0,25.5,44B
D2L2_52,D2L2,D2,L2,44B,23,24.248711305964285,28.0,1,12.0,1,13.5,44B
D2L2_53,D2L2,D2,L2,44B,23,24.248711305964285,29.0,1,15.0,1,18.5,44B
D2L2_54,D2L2,D2,L2,44B,23,24.248711305964285,30.0,0,25.5,0,25.5,44B
D4L3_52,D4L3,D4,L3,44B,19,24.248711305964285,31.0,0,25.5,0,25.5,44B
D4L3_53,D4L3,D4,L3,44B,19,24.248711305964285,32.0,1,23.5,0,25.5,44B
D4L3_54,D4L3,D4,L3,44B,19,24.248711305964285,33.0,1,25.0,0,25.5,44B
D5L3_55,D5L3,D5,L3,44B,31,25.114736709748723,22.5,1,21.5,1,24.0,44B
D5L3_56,D5L3,D5,L3,44B,31,25.114736709748723,23.5,0,25.5,0,25.5,44B
D5L3_57,D5L3,D5,L3,44B,31,25.114736709748723,24.5,0,25.5,0,25.5,44B
D3L3_70,D3L3,D3,L3,44B,27,25.114736709748723,25.5,1,25.5,0,25.5,44B
