palm_id,progeny,ga_parent,gb_parent,parcel,plot,xm,ym,event_t1s,y_t1s,event_td,y_td,fold
D2L3_66,D2L3,D2,L3,44B,14,45.03332099679081,24.0,0,25.5,0,25.5,44B
D5L2_64,D5L2,D5,L2,44B,10,45.03332099679081,25.0,0,9.5,0,9.5,44B
D5L2_65,D5L2,D5,L2,44B,10,45.03332099679081,26.0,1,25.5,0,25.5,44B
D5L2_66,D5L2,D5,L2,44B,10,45.03332099679081,27.0,1,15.0,1,18.0,44B
D3Y1_124,D3Y1,D3,Y1,44B,6,45.03332099679081,28.0,0,25.5,0,25.5,44B
D3Y1_125,D3Y1,D3,Y1,44B,6,45.03332099679081,29.0,1,18.5,0,25.5,44B
D3Y1_126,D3Y1,D3,Y1,44B,6,45.03332099679081,30.0,0,25.5,0,25.5,44B
D1Y1_64,D1Y1,D1,Y1,44B,2,45.03332099679081,31.0,0,25.5,0,25.5,44B
D1Y1_65,D1Y1,D1,Y1,44B,2,45.03332099679081,32.0,0,25.5,0,25.5,44B
D1Y1_66,D1Y1,D1,Y1,44B,2,45.03332099679081,33.0,0,25.5,0,25.5,44B
D2L3_67,D2L3,D2,L3,44B,14,45.899346400575254,22.5,1,23.0,1,25.5,44B
D2L3_68,D2L3,D2,L3,44B,14,45.899346400575254,23.5,1,24.5,0,25.5,44B
D2L3_69,D2L3,D2,L3,44B,14,45.899346400575254,24.5,1,24.5,0,25.5,44B
D5L2_67,D5L2,D5,L2,44B,10,45.899346400575254,25.5,0,25.5,0,25.5,44B
D5L2_68,D5L2,D5,L2,44B,10,45.899346400575254,26.5,1,25.5,0,25.5,44B
D5L2_69,D5L2,D5,L2,44B,10,45.899346400575254,27.5,0,25.5,0,25.5,44B
D3Y1_127,D3Y1,D3,Y1,44B,6,45.899346400575254,28.5,0,25.5,0,25.5,44B
D3Y1_128,D3Y1,D3,Y1,44B,6,45.899346400575254,29.5,0,25.5,0,25.5,44B
D3Y1_129,D3Y1,D3,Y1,44B,6,45.899346400575254,30.5,1,25.5,0,25.5,44B
D1Y1_67,D1Y1,D1,Y1,44B,2,45.899346400575254,31.5,1,23.0,0,25.5,44B
D1Y1_68,D1Y1,D1,Y1,44B,2,45.899346400575254,32.5,1,17.0,1,18.0,44B
D1Y1_69,D1Y1,D1,Y1,44B,2,45.899346400575254,33.5,0,25.5,0,25.5,44B
D2L3_70,D2L3,D2,L3,44B,14,46.76537180435969,22.0,1,22.0,1,25.5,44B
D2L3_71,D2L3,D2,L3,44B,14,46.76537180435969,23.0,0,25.5,0,25.5,44B
D2L3_72,D2L3,D2,L3,44B,14,46.76537180435969,24.0,1,21.5,1,25.5,44B
D5L2_70,D5L2,D5,L2,44B,10,46.76537180435969,25.0,1,24.0,0,25.5,44B
D5L2_71,D5L2,D5,L2,44B,10,46.76537180435969,26.0,0,25.5,0,25.5,44B
D5L2_72,D5L2,D5,L2,44B,10,46.76537180435969,27.0,1,25.5,0,25.5,44B
D3Y1_130,D3Y1,D3,Y1,44B,6,46.76537180435969,28.0,0,25.5,0,25.5,44B
D3Y1_131,D3Y1,D3,Y1,44B,6,46.76537180435969,29.0,0,25.5,0,25.5,44B
D3Y1_132,D3Y1,D3,Y1,44B,6,46.76537180435969,30.0,0,25.5,0,25.5,44B
D1Y1_70,D1Y1,D1,Y1,44B,2,46.76537180435969,31.0,1,24.0,0,25.5,44B
D1Y1_71,D1Y1,D1,Y1,44B,2,46.76537180435969,32.0,1,19.0,1,23.0,44B
D1Y1_72,D1Y1,D1,Y1,44B,2,46.76537180435969,33.0,0,25.5,0,25.5,44B
D2L3_73,D2L3,D2,L3,44B,14,47.63139720814413,22.5,1,19.0,1,22.0,44B
D2L3_74,D2L3,D2,L3,44B,14,47.63139720814413,23.5,0,9.5,0,9.5,44B
D2L3_75,D2L3,D2,L3,44B,14,47.63139720814413,24.5,1,21.5,1,23.0,44B
D5L2_73,D5L2,D5,L2,44B,10,47.63139720814413,25.5,1,21.0,1,23.0,44B
D5L2_74,D5L2,D5,L2,44B,10,47.63139720814413,26.5,1,24.0,1,24.5,44B
D5L2_75,D5L2,D5,L2,44B,10,47.63139720814413,27.5,1,23.0,1,24.5,44B
D3Y1_133,D3Y1,D3,Y1,44B,6,47.63139720814413,28.5,1,24.5,0,25.5,44B
D3Y1_134,D3Y1,D3,Y1,44B,6,47.63139720814413,29.5,1,24.5,0,25.5,44B
D3Y1_135,D3Y1,D3,Y1,44B,6,47.63139720814413,30.5,1,24.0,0,25.5,44B
D1Y1_73,D1Y1,D1,Y1,44B,2,47.63139720814413,31.5,1,17.5,1,22.0,44B
D1Y1_74,D1Y1,D1,Y1,44B,2,47.63139720814413,32.5,0,8.0,0,8.0,44B
D1Y1_75,D1Y1,D1,Y1,44B,2,47.63139720814413,33.5,1,15.0,1,19.0,44B
D1L3_61,D1L3,D1,L3,44B,13,48.49742261192857,22.0,1,24.0,1,24.5,44B
D1L3_62,D1L3,D1,L3,44B,13,48.49742261192857,23.0,1,19.0,1,21.0,44B
D1L3_63,D1L3,D1,L3,44B,13,48.49742261192857,24.0,1,24.0,0,25.5,44B
D4L1_61,D4L1,D4,L1,44B,9,48.49742261192857,25.0,1,24.5,0,25.5,44B
D4L1_62,D4L1,D4,L1,44B,9,48.49742261192857,26.0,0,25.5,0,25.5,44B
D4L1_63,D4L1,D4,L1,44B,9,48.49742261192857,27.0,1,24.5,0,25.5,44B
D3Y1_136,D3Y1,D3,Y1,44B,5,48.49742261192857,28.0,0,25.5,0,25.5,44B
D3Y1_137,D3Y1,D3,Y1,44B,5,48.49742261192857,29.0,1,24.5,0,25.5,44B
D3Y1_138,D3Y1,D3,Y1,44B,5,48.49742261192857,30.0,1,23.0,0,25.5,44B
D3L1_61,D3L1,D3,L1,44B,1,48.49742261192857,31.0,1,20.5,0,25.5,44B
D3L1_62,D3L1,D3,L1,44B,1,48.49742261192857,32.0,1,24.5,0,25.5,44B
D3L1_63,D3L1,D3,L1,44B,1,48.49742261192857,33.0,0,9.5,0,9.5,44B
D1L3_64,D1L3,D1,L3,44B,13,49.363448015713004,22.5,1,24.5,0,25.5,44B
D1L3_65,D1L3,D1,L3,44B,13,49.363448015713004,23.5,1,15.0,1,15.5,44B
D1L3_66,D1L3,D1,L3,44B,13,49.363448015713004,24.5,0,25.5,0,25.5,44B
D4L1_64,D4L1,D4,L1,44B,9,49.363448015713004,25.5,1,24.0,0,25.5,44B
D4L1_65,D4L1,D4,L1,44B,9,49.363448015713004,26.5,1,25.5,0,25.5,44B
D4L1_66,D4L1,D4,L1,44B,9,49.363448015713004,27.5,0,25.5,0,25.5,44B
D3Y1_139,D3Y1,D3,Y1,44B,5,49.363448015713004,28.5,0,25.5,0,25.5,44B
D3Y1_140,D3Y1,D3,Y1,44B,5,49.363448015713004,29.5,1,15.0,1,15.5,44B
D3Y1_141,D3Y1,D3,Y1,44B,5,49.363448015713004,30.5,1,21.5,1,23.0,44B
D3L1_64,D3L1,D3,L1,44B,1,49.363448015713004,31.5,1,8.0,1,12.0,44B
D3L1_65,D3L1,D3,L1,44B,1,49.363448015713004,32.5,1,23.5,0,25.5,44B
D3L1_66,D3L1,D3,L1,44B,1,49.363448015713004,33.5,0,25.5,0,25.5,44B
D1L3_67,D1L3,D1,L3,44B,13,50.229473419497445,22.0,1,15.0,1,15.5,44B
D1L3_68,D1L3,D1,L3,44B,13,50.229473419497445,23.0,0,25.5,0,25.5,44B
D1L3_69,D1L3,D1,L3,44B,13,50.229473419497445,24.0,1,23.5,1,24.5,44B
D4L1_67,D4L1,D4,L1,44B,9,50.229473419497445,25.0,1,20.5,1,24.0,44B
D4L1_68,D4L1,D4,L1,44B,9,50.229473419497445,26.0,0,25.5,0,25.5,44B
D4L1_69,D4L1,D4,L1,44B,9,50.229473419497445,27.0,1,25.5,0,25.5,44B
D3Y1_142,D3Y1,D3,Y1,44B,5,50.229473419497445,28.0,1,22.5,0,25.5,44B
D3Y1_143,D3Y1,D3,Y1,44B,5,50.229473419497445,29.0,0,25.5,0,25.5,44B
D3Y1_144,D3Y1,D3,Y1,44B,5,50.229473419497445,30.0,0,25.5,0,25.5,44B
D3L1_67,D3L1,D3,L1,44B,1,50.229473419497445,31.0,1,24.0,0,25.5,44B
D3L1_68,D3L1,D3,L1,44B,1,50.229473419497445,32.0,1,12.0,1,14.5,44B
D3L1_69,D3L1,D3,L1,44B,1,50.229473419497445,33.0,1,25.5,0,25.5,44B
D1L3_70,D1L3,D1,L3,44B,13,51.095498823281886,22.5,1,22.5,0,25.5,44B
D1L3_71,D1L3,D1,L3,44B,13,51.095498823281886,23.5,0,25.5,0,25.5,44B
D1L3_72,D1L3,D1,L3,44B,13,51.095498823281886,24.5,1,25.5,0,25.5,44B
D4L1_70,D4L1,D4,L1,44B,9,51.095498823281886,25.5,0,25.5,0,25.5,44B
D4L1_71,D4L1,D4,L1,44B,9,51.095498823281886,26.5,1,24.5,0,25.5,44B
D4L1_72,D4L1,D4,L1,44B,9,51.095498823281886,27.5,0,25.5,0,25.5,44B
D3Y1_145,D3Y1,D3,Y1,44B,5,51.095498823281886,28.5,0,25.5,0,25.5,44B
D3Y1_146,D3Y1,D3,Y1,44B,5,51.095498823281886,29.5,0,25.5,0,25.5,44B
D3Y1_147,D3Y1,D3,Y1,44B,5,51.095498823281886,30.5,0,25.5,0,25.5,44B
D3L1_70,D3L1,D3,L1,44B,1,51.095498823281886,31.5,0,25.5,0,25.5,44B
D3L1_71,D3L1,D3,L1,44B,1,51.095498823281886,32.5,0,25.5,0,25.5,44B
D3L1_72,D3L1,D3,L1,44B,1,51.095498823281886,33.5,0,25.5,0,25.5,44B
D1L3_73,D1L3,D1,L3,44B,13,51.96152422706632,22.0,1,21.0,1,24.5,44B
D1L3_74,D1L3,D1,L3,44B,13,51.96152422706632,23.0,1,21.0,1,22.5,44B
D1L3_75,D1L3,D1,L3,44B,13,51.96152422706632,24.0,0,25.5,0,25.5,44B
D4L1_73,D4L1,D4,L1,44B,9,51.96152422706632,25.0,1,23.0,0,25.5,44B
D4L1_74,D4L1,D4,L1,44B,9,51.96152422706632,26.0,1,24.0,0,25.5,44B
D4L1_75,D4L1,D4,L1,44B,9,51.96152422706632,27.0,0,25.5,0,25.5,44B
D3Y1_148,D3Y1,D3,Y1,44B,5,51.96152422706632,28.0,0,25.5,0,25.5,44B
D3Y1_149,D3Y1,D3,Y1,44B,5,51.96152422706632,29.0,1,21.5,1,25.5,44B
D3Y1_150,D3Y1,D3,Y1,44B,5,51.96152422706632,30.0,0,25.5,0,25.5,44B
D3L1_73,D3L1,D3,L1,44B,1,51.96152422706632,31.0,0,25.5,0,25.5,44B
D3L1_74,D3L1,D3,L1,44B,1,51.96152422706632,32.0,1,13.5,1,15.5,44B
D3L1_75,D3L1,D3,L1,44B,1,51.96152422706632,33.0,0,25.5,0,25.5,44B
