rank,palm_id,parcel,plot,progeny,xm,ym,in_risk_set,status,logit,risk_percentile,risk_decile,n_neighbours,n_sick_neighbours
564,D5L2_7,44A,65,D5L2,22.5167,3.0000,1,A,-0.196631,16.10,2,3,1
565,D2L2_72,44B,11,D2L2,42.4352,27.5000,1,A,-0.197189,15.95,2,6,1
566,D2L1_72,44A,37,D2L1,58.0237,8.5000,1,A,-0.198409,15.80,2,6,0
567,D2L1_131,44B,12,D2L1,38.9711,26.5000,1,A,-0.199264,15.65,2,6,1
568,D3Y1_41,44A,58,D3Y1,34.6410,10.0000,1,A,-0.199561,15.50,2,6,1
569,D2L2_59,44B,23,D2L2,25.9808,29.0000,1,A,-0.199719,15.35,2,6,2
570,D2L1_53,44A,44,D2L1,44.1673,10.5000,1,A,-0.200431,15.20,2,6,0
571,D2L1_71,44A,37,D2L1,58.0237,7.5000,1,A,-0.200431,14.90,2,6,0
572,D2L1_50,44A,44,D2L1,43.3013,10.0000,1,A,-0.200431,14.61,2,6,0
573,D2L1_125,44B,12,D2L1,38.1051,26.0000,1,A,-0.200431,15.05,2,6,0
574,D2L1_23,44A,55,D2L1,31.1769,7.0000,1,A,-0.200431,14.75,2,6,0
575,D3L3_27,44A,66,D3L3,19.0526,5.0000,1,A,-0.201617,14.46,2,6,2
576,D2Y1_48,44B,26,D2Y1,26.8468,27.5000,1,A,-0.202653,14.31,2,6,0
577,D2L2_51,44B,23,D2L2,23.3827,30.5000,1,A,-0.203766,14.16,2,6,1
578,D2L1_15,44A,75,D2L1,15.5885,11.0000,1,A,-0.208181,14.01,2,6,0
579,D2L2_48,44B,23,D2L2,22.5167,30.0000,1,A,-0.209286,13.86,2,6,1
580,D2L2_50,44B,23,D2L2,23.3827,29.5000,1,A,-0.212635,13.71,2,6,2
581,D3Y1_35,44A,58,D3Y1,33.7750,10.5000,1,A,-0.212843,13.56,2,6,0
582,D3L3_59,44A,48,D3L3,45.8993,13.5000,1,A,-0.213851,13.41,2,6,3
583,D2L2_20,44A,63,D2L2,30.3109,13.5000,1,A,-0.215677,13.26,2,6,2
584,D3L3_62,44B,27,D3L3,22.5167,26.0000,1,A,-0.216456,13.11,2,6,2
585,D3L2_64,44B,16,D3L2,36.3731,22.0000,1,A,-0.216775,12.97,2,3,1
586,D2L2_54,44B,23,D2L2,24.2487,30.0000,1,A,-0.216938,12.82,2,6,2
587,D2L1_51,44A,44,D2L1,43.3013,11.0000,1,A,-0.220724,12.67,2,6,0
588,D3L3_38,44A,49,D3L3,39.8372,4.0000,1,A,-0.224377,12.52,2,6,3
589,D2L3_43,44A,35,D2L3,50.2295,3.0000,1,A,-0.225724,12.37,2,3,0
590,D3L3_72,44B,27,D3L3,25.1147,27.5000,1,A,-0.226066,12.22,2,6,2
591,D3L3_14,44A,67,D3L3,15.5885,4.0000,1,A,-0.226409,12.07,2,6,3
592,D3L3_68,44B,27,D3L3,24.2487,26.0000,1,A,-0.226409,11.92,2,6,3
593,D4L3_72,44B,3,D4L3,42.4352,33.5000,1,A,-0.227605,11.77,2,3,1
594,D3L1_75,44B,1,D3L1,51.9615,33.0000,1,A,-0.231869,11.62,2,3,1
595,D3L1_49,44B,30,D3L1,27.7128,22.0000,1,A,-0.231869,11.48,2,3,1
596,D3L3_49,44A,48,D3L3,43.3013,12.0000,1,A,-0.233444,11.33,2,6,1
597,D2L2_29,44A,63,D2L2,32.9090,13.0000,1,A,-0.234671,11.18,2,6,1
598,D3L1_66,44B,1,D3L1,49.3634,33.5000,1,A,-0.235054,11.03,2,3,1
599,D3Y1_59,44A,58,D3Y1,37.2391,10.5000,1,A,-0.237869,10.88,2,6,0
600,D1Y1_69,44B,2,D1Y1,45.8993,33.5000,1,A,-0.238313,10.73,2,3,1
601,D2L2_1,44A,79,D2L2,12.1244,12.0000,1,A,-0.239099,10.58,2,6,1
602,D3Y1_131,44B,6,D3Y1,46.7654,29.0000,1,A,-0.239991,10.43,2,6,0
603,D2L1_130,44B,12,D2L1,38.9711,25.5000,1,A,-0.240626,10.28,2,6,0
604,D2L3_16,44A,51,D2L3,29.4449,3.0000,1,A,-0.240834,10.13,2,3,0
605,D3L3_52,44A,48,D3L3,44.1673,12.5000,1,A,-0.240957,9.99,2,6,2
606,D3L3_75,44B,27,D3L3,25.9808,27.0000,1,A,-0.241329,9.84,1,6,1
607,D3Y1_148,44B,5,D3Y1,51.9615,28.0000,1,A,-0.241469,9.69,1,4,1
608,D2L2_65,44B,11,D2L2,40.7032,26.5000,1,A,-0.246472,9.54,1,6,2
609,D2L1_73,44A,37,D2L1,58.8897,6.0000,1,A,-0.246732,9.39,1,4,1
610,D4L1_47,44B,20,D4L1,18.1865,32.5000,1,A,-0.254234,9.24,1,4,0
611,D3L3_69,44B,27,D3L3,24.2487,27.0000,1,A,-0.254755,9.09,1,6,2
612,D3L3_66,44B,27,D3L3,23.3827,27.5000,1,A,-0.254941,8.94,1,6,2
613,D3Y1_114,44B,18,D3Y1,28.5788,33.5000,1,A,-0.256035,8.79,1,3,3
614,D3L3_2,44A,67,D3L3,12.1244,4.0000,1,A,-0.257824,8.64,1,6,1
615,D5L3_36,44A,45,D5L3,56.2917,14.5000,1,A,-0.258259,8.49,1,3,1
616,D3L3_70,44B,27,D3L3,25.1147,25.5000,1,A,-0.267089,8.35,1,6,2
617,D3L3_23,44A,66,D3L3,18.1865,4.5000,1,A,-0.269099,8.20,1,6,2
618,D3Y1_150,44B,5,D3Y1,51.9615,30.0000,1,A,-0.271455,8.05,1,4,1
619,D2L1_54,44A,44,D2L1,44.1673,11.5000,1,A,-0.280471,7.90,1,6,0
620,D3L3_22,44A,66,D3L3,18.1865,3.5000,1,A,-0.281947,7.75,1,5,2
621,D3L3_53,44A,48,D3L3,44.1673,13.5000,1,A,-0.282703,7.60,1,6,2
622,D3L3_3,44A,67,D3L3,12.1244,5.0000,1,A,-0.282900,7.45,1,6,0
623,D2L2_33,44A,47,D2L2,46.7654,14.0000,1,A,-0.293298,7.30,1,5,2
624,D4L3_51,44B,19,D4L3,23.3827,33.5000,1,A,-0.297570,7.15,1,3,0
625,D2L2_2,44A,79,D2L2,12.1244,13.0000,1,A,-0.298165,7.00,1,6,1
626,D3L3_8,44A,67,D3L3,13.8564,4.0000,1,A,-0.299968,6.86,1,6,2
627,D2L2_38,44A,47,D2L2,48.4974,13.0000,1,A,-0.301129,6.71,1,6,1
628,D5L2_43,44A,33,D5L2,58.8897,3.0000,1,A,-0.303058,6.56,1,2,1
629,D3Y1_90,44A,46,D3Y1,54.5596,14.5000,1,A,-0.303398,6.41,1,3,1
630,D3L3_34,44A,49,D3L3,38.9711,3.5000,1,A,-0.310546,6.26,1,5,2
631,D2L2_5,44A,79,D2L2,12.9904,13.5000,1,A,-0.316567,6.11,1,6,1
632,D2L2_41,44A,47,D2L2,49.3634,13.5000,1,A,-0.316567,5.96,1,6,1
633,D2L2_62,44B,11,D2L2,39.8372,26.0000,1,A,-0.324647,5.81,1,6,1
634,D3L3_51,44A,48,D3L3,43.3013,14.0000,1,A,-0.324835,5.66,1,5,2
635,D3Y1_100,44B,32,D3Y1,20.7846,22.0000,1,A,-0.326381,5.51,1,3,1
636,D2Y1_27,44A,61,D2Y1,40.7032,14.5000,1,A,-0.326685,5.37,1,3,1
637,D2L2_3,44A,79,D2L2,12.1244,14.0000,1,A,-0.330416,5.22,1,5,1
638,D3L3_63,44B,27,D3L3,22.5167,27.0000,1,A,-0.332303,5.07,1,6,0
639,D2L2_39,44A,47,D2L2,48.4974,14.0000,1,A,-0.334798,4.92,1,5,1
640,D2L2_30,44A,63,D2L2,32.9090,14.0000,1,A,-0.339786,4.77,1,5,0
641,D3L1_55,44B,30,D3L1,29.4449,22.0000,1,A,-0.340529,4.47,1,3,0
642,D3L1_72,44B,1,D3L1,51.0955,33.5000,1,A,-0.340529,4.62,1,3,0
643,D3L3_5,44A,67,D3L3,12.9904,4.5000,1,A,-0.342127,4.32,1,6,1
644,D3L3_65,44B,27,D3L3,23.3827,26.5000,1,A,-0.342127,4.17,1,6,1
645,D2L2_23,44A,63,D2L2,31.1769,13.0000,1,A,-0.345814,4.02,1,6,1
646,D2L2_37,44A,47,D2L2,48.4974,12.0000,1,A,-0.351742,3.87,1,6,0
647,D2L2_58,44B,23,D2L2,25.9808,28.0000,1,A,-0.355860,3.73,1,6,0
648,D2L1_74,44A,37,D2L1,58.8897,7.0000,1,A,-0.356600,3.58,1,4,0
649,D2L1_75,44A,37,D2L1,58.8897,8.0000,1,A,-0.356777,3.43,1,4,0
650,D1Y1_63,44B,2,D1Y1,44.1673,33.5000,1,A,-0.367306,3.28,1,3,0
651,D3L3_57,44A,48,D3L3,45.0333,14.0000,1,A,-0.384345,3.13,1,5,1
652,D3L3_4,44A,67,D3L3,12.9904,3.5000,1,A,-0.384345,2.98,1,5,1
653,D3Y1_49,44A,50,D3Y1,36.3731,3.0000,1,A,-0.395369,2.83,1,3,0
654,D2Y1_40,44A,36,D2Y1,45.0333,3.0000,1,A,-0.398477,2.68,1,3,0
655,D2L2_4,44A,79,D2L2,12.9904,12.5000,1,A,-0.399868,2.53,1,6,0
656,D2L2_40,44A,47,D2L2,49.3634,12.5000,1,A,-0.400332,2.38,1,6,0
657,D2L2_25,44A,63,D2L2,32.0429,12.5000,1,A,-0.401737,2.24,1,6,0
658,D3L3_10,44A,67,D3L3,14.7224,3.5000,1,A,-0.414564,2.09,1,5,1
659,D2L2_26,44A,63,D2L2,32.0429,13.5000,1,A,-0.427907,1.94,1,6,0
660,D4L1_48,44B,20,D4L1,18.1865,33.5000,1,A,-0.437947,1.79,1,2,0
661,D2L2_36,44A,47,D2L2,47.6314,14.5000,1,A,-0.445500,1.64,1,3,1
662,D2L2_42,44A,47,D2L2,49.3634,14.5000,1,A,-0.459747,1.49,1,3,1
663,D2L2_12,44A,79,D2L2,14.7224,14.5000,1,A,-0.459747,1.34,1,3,1
664,D2L2_6,44A,79,D2L2,12.9904,14.5000,1,A,-0.459747,1.19,1,3,1
665,D3L3_13,44A,67,D3L3,15.5885,3.0000,1,A,-0.460105,1.04,1,3,1
666,D2L2_24,44A,63,D2L2,31.1769,14.0000,1,A,-0.465955,0.89,1,5,0
667,D3L3_37,44A,49,D3L3,39.8372,3.0000,1,A,-0.485781,0.75,1,3,1
668,D3L3_7,44A,67,D3L3,13.8564,3.0000,1,A,-0.513394,0.60,1,3,0
669,D3L3_54,44A,48,D3L3,44.1673,14.5000,1,A,-0.513394,0.45,1,3,0
670,D3L3_60,44A,48,D3L3,45.8993,14.5000,1,A,-0.521200,0.30,1,3,0
671,D2L2_21,44A,63,D2L2,30.3109,14.5000,1,A,-0.559406,0.00,1,3,0
672,D2L2_27,44A,63,D2L2,32.0429,14.5000,1,A,-0.559406,0.15,1,3,0
,D1L3_2,44A,68,D1L3,7.7942,4.5000,0,D,,,,4,1
,D1L3_3,44A,68,D1L3,7.7942,5.5000,0,D,,,,4,3
,D1Y1_1,44A,72,D1Y1,7.7942,6.5000,0,D,,,,4,4
,D1Y1_2,44A,72,D1Y1,7.7942,7.5000,0,D,,,,4,3
,D3L1_1,44A,76,D3L1,7.7942,9.5000,0,D,,,,4,1
,D3L1_3,44A,76,D3L1,7.7942,11.5000,0,S,,,,4,3
,D3L2_1,44A,80,D3L2,7.7942,12.5000,0,D,,,,4,2
,D3L2_3,44A,80,D3L2,7.7942,14.5000,0,D,,,,2,1
,D1L3_4,44A,68,D1L3,8.6603,3.0000,0,D,,,,3,0
,D1Y1_4,44A,72,D1Y1,8.6603,6.0000,0,D,,,,6,4
,D1Y1_5,44A,72,D1Y1,8.6603,7.0000,0,S,,,,6,6
,D1Y1_6,44A,72,D1Y1,8.6603,8.0000,0,S,,,,6,5
,D3L1_4,44A,76,D3L1,8.6603,9.0000,0,D,,,,6,4
,D3L1_6,44A,76,D3L1,8.6603,11.0000,0,S,,,,6,2
,D3L2_4,44A,80,D3L2,8.6603,12.0000,0,D,,,,6,4
,D3L2_6,44A,80,D3L2,8.6603,14.0000,0,D,,,,5,2
,D1L3_8,44A,68,D1L3,9.5263,4.5000,0,D,,,,6,0
,D1Y1_7,44A,72,D1Y1,9.5263,6.5000,0,D,,,,6,4
,D1Y1_8,44A,72,D1Y1,9.5263,7.5000,0,S,,,,6,6
,D1Y1_9,44A,72,D1Y1,9.5263,8.5000,0,D,,,,6,5
,D3L1_7,44A,76,D3L1,9.5263,9.5000,0,D,,,,6,2
,D3L2_7,44A,80,D3L2,9.5263,12.5000,0,D,,,,6,3
,D3L2_8,44A,80,D3L2,9.5263,13.5000,0,D,,,,6,4
,D1L3_10,44A,68,D1L3,10.3923,3.0000,0,D,,,,3,0
,D1Y1_11,44A,72,D1Y1,10.3923,7.0000,0,S,,,,6,5
,D1Y1_12,44A,72,D1Y1,10.3923,8.0000,0,S,,,,6,5
,D3L1_12,44A,76,D3L1,10.3923,11.0000,0,S,,,,6,0
,D3L2_10,44A,80,D3L2,10.3923,12.0000,0,C,,,,6,3
,D3L2_11,44A,80,D3L2,10.3923,13.0000,0,D,,,,6,4
,D3L2_12,44A,80,D3L2,10.3923,14.0000,0,D,,,,5,3
,D1Y1_13,44A,72,D1Y1,11.2583,6.5000,0,D,,,,6,2
,D1Y1_14,44A,72,D1Y1,11.2583,7.5000,0,S,,,,6,4
,D1Y1_15,44A,72,D1Y1,11.2583,8.5000,0,D,,,,6,4
,D3L1_13,44A,76,D3L1,11.2583,9.5000,0,S,,,,6,2
,D3L2_14,44A,80,D3L2,11.2583,13.5000,0,S,,,,6,2
,D3L3_1,44A,67,D3L3,12.1244,3.0000,0,D,,,,3,0
,D2L1_1,44A,75,D2L1,12.1244,9.0000,0,S,,,,6,3
,D2L1_3,44A,75,D2L1,12.1244,11.0000,0,S,,,,6,1
,D4L1_4,44A,71,D4L1,12.9904,6.5000,0,S,,,,6,1
,D4L1_5,44A,71,D4L1,12.9904,7.5000,0,S,,,,6,2
,D2L1_4,44A,75,D2L1,12.9904,9.5000,0,D,,,,6,2
,D2L1_5,44A,75,D2L1,12.9904,10.5000,0,D,,,,6,2
,D3L3_9,44A,67,D3L3,13.8564,5.0000,0,D,,,,6,2
,D4L1_7,44A,71,D4L1,13.8564,6.0000,0,C,,,,6,4
,D4L1_9,44A,71,D4L1,13.8564,8.0000,0,S,,,,6,1
,D2L1_9,44A,75,D2L1,13.8564,11.0000,0,C,,,,6,1
,D2L2_9,44A,79,D2L2,13.8564,14.0000,0,D,,,,5,0
,D3L3_11,44A,67,D3L3,14.7224,4.5000,0,S,,,,6,2
,D3L3_12,44A,67,D3L3,14.7224,5.5000,0,D,,,,6,4
,D4L1_10,44A,71,D4L1,14.7224,6.5000,0,D,,,,6,3
,D2L1_10,44A,75,D2L1,14.7224,9.5000,0,C,,,,6,1
,D2L2_10,44A,79,D2L2,14.7224,12.5000,0,D,,,,6,0
,D4L1_13,44A,71,D4L1,15.5885,6.0000,0,D,,,,6,3
,D4L1_14,44A,71,D4L1,15.5885,7.0000,0,S,,,,6,2
,D2L1_13,44A,75,D2L1,15.5885,9.0000,0,S,,,,6,0
,D3L3_16,44A,66,D3L3,16.4545,3.5000,0,D,,,,5,1
,D3L3_17,44A,66,D3L3,16.4545,4.5000,0,D,,,,6,2
,D3Y1_5,44A,78,D3Y1,16.4545,13.5000,0,D,,,,6,3
,D3Y1_6,44A,78,D3Y1,16.4545,14.5000,0,S,,,,3,2
,D3L3_19,44A,66,D3L3,17.3205,3.0000,0,C,,,,3,1
,D3L3_21,44A,66,D3L3,17.3205,5.0000,0,D,,,,6,1
,D2Y1_6,44A,70,D2Y1,17.3205,8.0000,0,S,,,,6,3
,D3Y1_7,44A,74,D3Y1,17.3205,9.0000,0,D,,,,6,2
,D3Y1_9,44A,74,D3Y1,17.3205,11.0000,0,D,,,,6,2
,D3Y1_10,44A,78,D3Y1,17.3205,12.0000,0,S,,,,6,3
,D3Y1_11,44A,78,D3Y1,17.3205,13.0000,0,D,,,,6,4
,D3Y1_12,44A,78,D3Y1,17.3205,14.0000,0,D,,,,5,4
,D2Y1_7,44A,70,D2Y1,18.1865,6.5000,0,C,,,,6,2
,D2Y1_8,44A,70,D2Y1,18.1865,7.5000,0,D,,,,6,3
,D2Y1_9,44A,70,D2Y1,18.1865,8.5000,0,S,,,,6,4
,D3Y1_15,44A,74,D3Y1,18.1865,11.5000,0,D,,,,6,4
,D3Y1_17,44A,78,D3Y1,18.1865,13.5000,0,D,,,,6,3
,D3L3_25,44A,66,D3L3,19.0526,3.0000,0,D,,,,3,2
,D3L3_26,44A,66,D3L3,19.0526,4.0000,0,D,,,,6,3
,D2Y1_11,44A,70,D2Y1,19.0526,7.0000,0,S,,,,6,2
,D3Y1_19,44A,74,D3Y1,19.0526,9.0000,0,D,,,,6,1
,D3Y1_21,44A,74,D3Y1,19.0526,11.0000,0,D,,,,6,3
,D3Y1_22,44A,78,D3Y1,19.0526,12.0000,0,S,,,,6,5
,D3Y1_23,44A,78,D3Y1,19.0526,13.0000,0,S,,,,6,3
,D3Y1_24,44A,78,D3Y1,19.0526,14.0000,0,C,,,,5,3
,D3L3_28,44A,66,D3L3,19.9186,3.5000,0,S,,,,5,4
,D3L3_29,44A,66,D3L3,19.9186,4.5000,0,D,,,,6,2
,D3L3_30,44A,66,D3L3,19.9186,5.5000,0,C,,,,6,1
,D2Y1_14,44A,70,D2Y1,19.9186,7.5000,0,S,,,,6,2
,D3Y1_27,44A,74,D3Y1,19.9186,11.5000,0,D,,,,6,5
,D3Y1_28,44A,78,D3Y1,19.9186,12.5000,0,D,,,,6,4
,D3Y1_30,44A,78,D3Y1,19.9186,14.5000,0,D,,,,3,0
,D5L2_1,44A,65,D5L2,20.7846,3.0000,0,D,,,,3,1
,D5L3_2,44A,69,D5L3,20.7846,7.0000,0,S,,,,6,2
,D2L3_2,44A,73,D2L3,20.7846,10.0000,0,S,,,,6,3
,D2L3_3,44A,73,D2L3,20.7846,11.0000,0,D,,,,6,4
,D4L3_1,44A,77,D4L3,20.7846,12.0000,0,D,,,,6,4
,D5L2_5,44A,65,D5L2,21.6506,4.5000,0,C,,,,6,1
,D5L3_4,44A,69,D5L3,21.6506,6.5000,0,D,,,,6,2
,D5L3_6,44A,69,D5L3,21.6506,8.5000,0,S,,,,6,3
,D2L3_4,44A,73,D2L3,21.6506,9.5000,0,S,,,,6,4
,D2L3_5,44A,73,D2L3,21.6506,10.5000,0,S,,,,6,3
,D4L3_4,44A,77,D4L3,21.6506,12.5000,0,D,,,,6,4
,D4L3_5,44A,77,D4L3,21.6506,13.5000,0,D,,,,6,3
,D5L2_9,44A,65,D5L2,22.5167,5.0000,0,S,,,,6,1
,D5L3_7,44A,69,D5L3,22.5167,6.0000,0,D,,,,6,2
,D5L3_9,44A,69,D5L3,22.5167,8.0000,0,S,,,,6,3
,D2L3_7,44A,73,D2L3,22.5167,9.0000,0,D,,,,6,3
,D4L3_7,44A,77,D4L3,22.5167,12.0000,0,D,,,,6,4
,D4L3_8,44A,77,D4L3,22.5167,13.0000,0,D,,,,6,6
,D4L3_9,44A,77,D4L3,22.5167,14.0000,0,D,,,,5,3
,D5L2_10,44A,65,D5L2,23.3827,3.5000,0,S,,,,5,0
,D5L3_11,44A,69,D5L3,23.3827,7.5000,0,S,,,,6,2
,D2L3_12,44A,73,D2L3,23.3827,11.5000,0,D,,,,6,4
,D4L3_10,44A,77,D4L3,23.3827,12.5000,0,D,,,,6,5
,D4L3_11,44A,77,D4L3,23.3827,13.5000,0,D,,,,6,3
,D5L3_14,44A,69,D5L3,24.2487,7.0000,0,D,,,,6,3
,D2L3_15,44A,73,D2L3,24.2487,11.0000,0,S,,,,6,3
,D4L3_13,44A,77,D4L3,24.2487,12.0000,0,D,,,,6,4
,D5L3_16,44A,56,D5L3,25.1147,6.5000,0,D,,,,6,4
,D5L3_17,44A,56,D5L3,25.1147,7.5000,0,D,,,,6,4
,D1Y1_18,44A,60,D1Y1,25.1147,11.5000,0,D,,,,6,3
,D1L3_18,44A,64,D1L3,25.1147,14.5000,0,D,,,,3,1
,D4L1_19,44A,52,D4L1,25.9808,3.0000,0,D,,,,3,1
,D4L1_20,44A,52,D4L1,25.9808,4.0000,0,D,,,,6,1
,D5L3_19,44A,56,D5L3,25.9808,6.0000,0,D,,,,6,3
,D5L3_20,44A,56,D5L3,25.9808,7.0000,0,D,,,,6,5
,D5L3_21,44A,56,D5L3,25.9808,8.0000,0,S,,,,6,2
,D1Y1_21,44A,60,D1Y1,25.9808,11.0000,0,D,,,,6,1
,D1L3_20,44A,64,D1L3,25.9808,13.0000,0,C,,,,6,2
,D1L3_21,44A,64,D1L3,25.9808,14.0000,0,D,,,,5,3
,D4L1_22,44A,52,D4L1,26.8468,3.5000,0,C,,,,5,4
,D5L3_22,44A,56,D5L3,26.8468,6.5000,0,D,,,,6,2
,D1L3_23,44A,64,D1L3,26.8468,13.5000,0,D,,,,6,4
,D1L3_24,44A,64,D1L3,26.8468,14.5000,0,D,,,,3,3
,D4L1_25,44A,52,D4L1,27.7128,3.0000,0,D,,,,3,1
,D4L1_26,44A,52,D4L1,27.7128,4.0000,0,S,,,,6,2
,D5L3_27,44A,56,D5L3,27.7128,8.0000,0,C,,,,6,2
,D1L3_25,44A,64,D1L3,27.7128,12.0000,0,D,,,,6,2
,D1L3_26,44A,64,D1L3,27.7128,13.0000,0,D,,,,6,5
,D1L3_27,44A,64,D1L3,27.7128,14.0000,0,D,,,,5,5
,D4L1_29,44A,52,D4L1,28.5788,4.5000,0,S,,,,6,1
,D5L3_29,44A,56,D5L3,28.5788,7.5000,0,S,,,,6,2
,D5L3_30,44A,56,D5L3,28.5788,8.5000,0,D,,,,6,2
,D1Y1_28,44A,60,D1Y1,28.5788,9.5000,0,S,,,,6,2
,D1L3_28,44A,64,D1L3,28.5788,12.5000,0,S,,,,6,5
,D1L3_29,44A,64,D1L3,28.5788,13.5000,0,D,,,,6,5
,D1L3_30,44A,64,D1L3,28.5788,14.5000,0,S,,,,3,2
,D2L1_17,44A,55,D2L1,29.4449,7.0000,0,D,,,,6,1
,D5L2_17,44A,59,D5L2,29.4449,10.0000,0,D,,,,6,2
,D2L2_16,44A,63,D2L2,29.4449,12.0000,0,D,,,,6,3
,D2L2_17,44A,63,D2L2,29.4449,13.0000,0,D,,,,6,4
,D2L1_21,44A,55,D2L1,30.3109,8.5000,0,S,,,,6,2
,D5L2_19,44A,59,D5L2,30.3109,9.5000,0,D,,,,6,4
,D2L2_19,44A,63,D2L2,30.3109,12.5000,0,S,,,,6,2
,D2L3_22,44A,51,D2L3,31.1769,3.0000,0,S,,,,3,2
,D2L3_23,44A,51,D2L3,31.1769,4.0000,0,D,,,,6,2
,D5L2_22,44A,59,D5L2,31.1769,9.0000,0,D,,,,6,3
,D5L2_23,44A,59,D5L2,31.1769,10.0000,0,D,,,,6,3
,D5L2_24,44A,59,D5L2,31.1769,11.0000,0,S,,,,6,1
,D2L3_25,44A,51,D2L3,32.0429,3.5000,0,S,,,,5,4
,D2L3_28,44A,51,D2L3,32.9090,3.0000,0,S,,,,3,2
,D2L3_29,44A,51,D2L3,32.9090,4.0000,0,S,,,,6,4
,D2L3_30,44A,51,D2L3,32.9090,5.0000,0,D,,,,6,3
,D2L1_29,44A,55,D2L1,32.9090,7.0000,0,S,,,,6,0
,D3Y1_32,44A,50,D3Y1,33.7750,4.5000,0,S,,,,6,5
,D3Y1_33,44A,50,D3Y1,33.7750,5.5000,0,D,,,,6,4
,D2L1_33,44A,54,D2L1,33.7750,8.5000,0,D,,,,6,0
,D3L1_16,44A,62,D3L1,33.7750,12.5000,0,D,,,,6,0
,D3L1_18,44A,62,D3L1,33.7750,14.5000,0,C,,,,3,1
,D3Y1_37,44A,50,D3Y1,34.6410,3.0000,0,D,,,,3,1
,D3Y1_38,44A,50,D3Y1,34.6410,4.0000,0,S,,,,6,4
,D3Y1_39,44A,50,D3Y1,34.6410,5.0000,0,S,,,,6,5
,D2L1_34,44A,54,D2L1,34.6410,6.0000,0,S,,,,6,4
,D2L1_35,44A,54,D2L1,34.6410,7.0000,0,D,,,,6,3
,D3L1_21,44A,62,D3L1,34.6410,14.0000,0,S,,,,5,1
,D3Y1_44,44A,50,D3Y1,35.5070,4.5000,0,D,,,,6,3
,D3Y1_45,44A,50,D3Y1,35.5070,5.5000,0,C,,,,6,5
,D2L1_37,44A,54,D2L1,35.5070,6.5000,0,D,,,,6,3
,D2L1_38,44A,54,D2L1,35.5070,7.5000,0,S,,,,6,4
,D2L1_39,44A,54,D2L1,35.5070,8.5000,0,D,,,,6,3
,D3Y1_47,44A,58,D3Y1,35.5070,10.5000,0,S,,,,6,0
,D3L1_22,44A,62,D3L1,35.5070,12.5000,0,D,,,,6,3
,D3L1_23,44A,62,D3L1,35.5070,13.5000,0,D,,,,6,3
,D3Y1_51,44A,50,D3Y1,36.3731,5.0000,0,D,,,,6,1
,D2L1_42,44A,54,D2L1,36.3731,8.0000,0,D,,,,6,5
,D3Y1_52,44A,58,D3Y1,36.3731,9.0000,0,D,,,,6,3
,D3L1_25,44A,62,D3L1,36.3731,12.0000,0,D,,,,6,3
,D3L1_26,44A,62,D3L1,36.3731,13.0000,0,D,,,,6,5
,D3L1_27,44A,62,D3L1,36.3731,14.0000,0,C,,,,5,4
,D2L1_43,44A,54,D2L1,37.2391,6.5000,0,S,,,,6,2
,D2L1_44,44A,54,D2L1,37.2391,7.5000,0,D,,,,6,4
,D2L1_45,44A,54,D2L1,37.2391,8.5000,0,D,,,,6,5
,D3L1_28,44A,62,D3L1,37.2391,12.5000,0,D,,,,6,5
,D3L1_29,44A,62,D3L1,37.2391,13.5000,0,D,,,,6,5
,D3L1_30,44A,62,D3L1,37.2391,14.5000,0,D,,,,3,2
,D3L3_31,44A,49,D3L3,38.1051,3.0000,0,D,,,,3,1
,D3L3_32,44A,49,D3L3,38.1051,4.0000,0,D,,,,6,2
,D3L3_33,44A,49,D3L3,38.1051,5.0000,0,D,,,,6,3
,D4L3_16,44A,53,D4L3,38.1051,6.0000,0,D,,,,6,3
,D4L3_17,44A,53,D4L3,38.1051,7.0000,0,C,,,,6,5
,D4L3_18,44A,53,D4L3,38.1051,8.0000,0,D,,,,6,4
,D3L2_16,44A,57,D3L2,38.1051,9.0000,0,S,,,,6,3
,D2Y1_16,44A,61,D2Y1,38.1051,12.0000,0,D,,,,6,2
,D2Y1_17,44A,61,D2Y1,38.1051,13.0000,0,D,,,,6,5
,D2Y1_18,44A,61,D2Y1,38.1051,14.0000,0,D,,,,5,4
,D3L3_36,44A,49,D3L3,38.9711,5.5000,0,S,,,,6,3
,D4L3_20,44A,53,D4L3,38.9711,7.5000,0,D,,,,6,1
,D3L2_19,44A,57,D3L2,38.9711,9.5000,0,D,,,,6,4
,D3L2_20,44A,57,D3L2,38.9711,10.5000,0,D,,,,6,3
,D2Y1_20,44A,61,D2Y1,38.9711,13.5000,0,S,,,,6,3
,D3L3_39,44A,49,D3L3,39.8372,5.0000,0,D,,,,6,3
,D3L2_22,44A,57,D3L2,39.8372,9.0000,0,S,,,,6,3
,D3L2_23,44A,57,D3L2,39.8372,10.0000,0,D,,,,6,5
,D3L2_24,44A,57,D3L2,39.8372,11.0000,0,D,,,,6,3
,D2Y1_24,44A,61,D2Y1,39.8372,14.0000,0,S,,,,5,1
,D3L3_40,44A,49,D3L3,40.7032,3.5000,0,S,,,,5,2
,D3L3_41,44A,49,D3L3,40.7032,4.5000,0,D,,,,6,3
,D3L3_42,44A,49,D3L3,40.7032,5.5000,0,D,,,,6,3
,D4L3_25,44A,53,D4L3,40.7032,6.5000,0,S,,,,6,1
,D3L2_25,44A,57,D3L2,40.7032,9.5000,0,D,,,,6,2
